Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Montpellier R32,W vs Hurkacz,40.8%,52.1%,56.4%,46.9%,50.0%,61.4%,45.5%,59.8%,50.0%,46.2%,100.0%,29.2%,41.7%,70.6%,89
2025 US Open R128,W vs Blanch,51.8%,70.6%,54.1%,58.5%,63.6%,80.0%,55.0%,74.0%,39.1%,50.0%,50.0%,34.6%,61.5%,52.9%,123
2023 US Open Q2,L vs Coria,21.6%,35.3%,44.4%,30.0%,26.9%,46.2%,52.6%,43.5%,16.7%,71.4%,100.0%,19.0%,28.6%,35.3%,58
Career (3 matches),,40.6%,55.6%,51.8%,47.5%,51.2%,66.4%,50.8%,62.6%,37.7%,52.8%,75.0%,28.2%,45.1%,52.9%,124
