Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,20,8,12,40.0%,18-28,39.1%,204-227,47.3%,1-1,50.0%,1,30.0%,44.4%,1.7%,6.9%,58.6%,47.1%,45.8%,46.6%,46.2%,46.3%,0.86,SF (W60 Chiasso)
2021,9,4,5,44.4%,10-10,50.0%,93-89,51.1%,1-0,100.0%,5,66.0%,31.4%,2.7%,7.0%,60.6%,68.0%,41.5%,57.6%,40.9%,49.6%,0.96,SF (Angers)
2020,6,4,2,66.7%,8-6,57.1%,72-61,54.1%,1-1,50.0%,2,53.8%,38.5%,1.4%,6.7%,66.8%,61.2%,29.0%,50.5%,45.6%,48.2%,0.92,SF (W60 Andrezieux-Boutheon)
2019,15,9,6,60.0%,21-12,63.6%,167-131,56.0%,1-1,50.0%,5,59.6%,46.9%,3.4%,9.3%,62.1%,62.5%,42.6%,55.0%,47.9%,51.5%,1.06,SF (W60 Saint Malo)
2018,8,4,4,50.0%,9-9,50.0%,84-88,48.8%,1-0,100.0%,2,42.1%,26.3%,4.0%,4.0%,61.3%,50.0%,41.7%,46.8%,42.2%,44.4%,0.79,F (Poitiers $80K)
2016,35,24,11,68.6%,51-30,63.0%,424-324,56.7%,4-5,44.4%,4,88.2%,26.0%,9.4%,9.7%,59.9%,78.2%,39.0%,62.5%,39.7%,51.2%,1.06,W (2x)
2015,29,16,13,55.2%,39-30,56.5%,342-311,52.4%,6-3,66.7%,0,,,,,,,,,,,,F (Saint Petersburg $25K)
2014,13,9,4,69.2%,20-8,71.4%,147-88,62.6%,1-1,50.0%,0,,,,,,,,,,,,F (Hilton Head Island SC 10K)
2013,6,3,3,50.0%,8-6,57.1%,67-63,51.5%,0-1,0.0%,0,,,,,,,,,,,,QF (Izmir 10K)
2012,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (St Petersburg 10K)
Career,142,81,61,57.0%,184-141,56.6%,1602-1394,53.5%,16-13,55.2%,19,64.5%,34.8%,4.4%,7.9%,61.7%,65.7%,39.7%,55.7%,43.3%,49.6%,0.98,
