Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 US Open R128,L vs Scott,70.5%,50.9%,1.3%,1/0,2.49,2.1%,66.7%,46.4%,2.4%,2.38,3.2%,81.8%,55.6%,0.0%,2.68,0.0%
2019 s Hertogenbosch QF,L vs Bertens,46.3%,52.0%,1.9%,0/1,1.88,10.8%,36.4%,50.0%,0.0%,1.84,16.7%,68.4%,53.8%,5.3%,1.95,0.0%
2019 Indian Wells R32,L vs Kerber,78.3%,48.1%,0.0%,0/0,2.16,0.0%,81.4%,42.9%,0.0%,2.06,0.0%,82.6%,57.9%,0.0%,2.43,0.0%
2018 ITF Dubai R32,L vs Mladenovic,61.8%,64.7%,9.1%,4/1,2.18,2.2%,65.2%,73.3%,17.4%,1.90,3.8%,79.2%,57.9%,4.2%,2.56,0.0%
2018 Rome Q2,W vs Sabalenka,59.5%,48.9%,8.9%,7/0,2.53,9.8%,56.1%,39.1%,2.4%,2.45,14.3%,92.3%,58.3%,23.1%,2.71,0.0%
2017 Moscow R16,W vs Vesnina,67.5%,51.8%,1.2%,0/1,2.58,13.9%,68.8%,45.5%,0.0%,2.70,23.8%,66.7%,75.0%,5.6%,2.41,0.0%
2017 Linz R16,L vs Cirstea,74.2%,43.9%,4.5%,2/2,2.65,7.8%,70.4%,31.6%,1.9%,2.52,11.8%,96.6%,60.7%,10.3%,2.90,0.0%
2017 Beijing R64,L vs Kasatkina,81.3%,47.5%,2.7%,2/0,2.57,13.7%,79.3%,45.7%,0.0%,2.56,25.9%,93.8%,53.3%,12.5%,2.58,0.0%
2017 Stanford R32,W vs Lao,81.2%,46.4%,2.9%,2/0,2.73,76.5%,85.0%,44.1%,0.0%,2.54,100.0%,88.0%,50.0%,8.0%,2.90,55.6%
2017 s Hertogenbosch F,L vs Kontaveit,55.9%,54.5%,6.8%,1/2,2.68,2.9%,47.5%,42.1%,0.0%,2.43,5.6%,82.4%,71.4%,23.5%,3.00,0.0%
2017 Prague R16,L vs Siniakova,75.3%,50.7%,6.7%,2/4,2.23,8.1%,71.9%,45.7%,4.7%,2.08,12.5%,100.0%,61.9%,14.3%,2.50,0.0%
2016 Limoges QF,W vs Korpatsch,67.9%,55.3%,3.6%,1/1,2.43,4.9%,73.1%,52.6%,3.8%,2.42,8.3%,76.0%,57.9%,4.0%,2.44,0.0%
2016 ITF Saint Petersburg F,W vs Vekic,80.6%,72.4%,11.1%,2/2,2.33,2.1%,81.0%,58.8%,0.0%,2.43,3.7%,92.3%,91.7%,30.8%,2.19,0.0%
2016 St Petersburg R32,L vs Niculescu,68.2%,36.7%,0.0%,0/0,2.58,60.9%,50.0%,45.5%,0.0%,2.44,76.0%,95.0%,31.6%,0.0%,2.76,42.9%
2015 Shenzhen R16,L vs Halep,68.6%,45.7%,2.0%,1/0,2.56,10.0%,74.3%,42.3%,0.0%,2.33,19.0%,64.3%,55.6%,7.1%,2.84,0.0%
Career (15 matches),,69.6%,50.4%,4.1%,62.5%,2.44,14.8%,68.2%,45.3%,1.8%,2.32,19.1%,84.5%,58.2%,9.0%,2.62,8.2%
