Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,14,10,4,71.4%,2,0,2,0.0%,2017,2020,R64,11,1.09,3.0%,5.3%,66.8%,65.2%,45.4%,58.6%,45.2%,63.6%,45.9%
Roland Garros,6,Clay,8,2,6,25.0%,1,1,0,100.0%,2017,2022,R128,8,0.88,2.1%,8.3%,62.2%,58.5%,42.2%,52.4%,42.0%,55.8%,33.3%
Wimbledon,4,Grass,5,1,4,20.0%,2,1,1,50.0%,2017,2021,R128,5,0.86,2.5%,7.8%,60.6%,67.3%,38.6%,56.0%,38.0%,58.8%,33.3%
US Open,6,Hard,6,0,6,0.0%,3,0,3,0.0%,2016,2021,R128,5,0.79,3.2%,8.8%,57.6%,63.6%,42.5%,54.6%,36.0%,57.4%,25.6%
Fed Cup,3,,6,5,1,83.3%,2,2,0,100.0%,2017,2019,,6,1.34,6.6%,2.6%,64.7%,71.1%,52.0%,64.4%,47.9%,60.0%,54.5%
Prague,4,Hard,13,8,5,61.5%,2,2,0,100.0%,2017,2022,QF,13,1.11,4.1%,8.8%,59.9%,62.1%,49.8%,57.2%,47.7%,42.2%,53.3%
Palermo,2,Clay,3,1,2,33.3%,0,0,0,-,2021,2022,R16,3,0.92,1.6%,13.4%,62.6%,65.8%,34.3%,54.0%,42.3%,53.8%,33.3%
Lausanne,3,Clay,7,4,3,57.1%,1,1,0,100.0%,2019,2022,QF,7,1.05,2.3%,11.9%,59.4%,65.2%,38.2%,54.2%,48.2%,57.9%,48.6%
St. Petersburg,7,Hard,15,8,7,53.3%,3,2,1,66.7%,2016,2022,SF,15,1.02,4.7%,5.3%,64.9%,62.9%,44.4%,56.4%,44.3%,50.0%,54.0%
Limoges,4,Hard,7,3,4,42.9%,2,0,2,0.0%,2016,2021,SF,7,0.95,7.1%,8.5%,59.7%,70.7%,40.5%,58.5%,39.3%,62.1%,35.0%
Moscow,6,Hard,15,8,7,53.3%,4,3,1,75.0%,2015,2021,SF,13,1.05,4.5%,5.6%,61.5%,65.2%,48.7%,58.8%,43.4%,55.6%,38.2%
