Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Vienna R32,L vs Darderi,6.3%,33.3%,8.9%,81.8%,11.7%,10.3%,0.0%,11.3%,46.7%,0.0%,-,-27,1
2024 US Open R128,L vs Shelton,2.2%,0.0%,10.4%,62.5%,13.8%,30.0%,14.3%,5.9%,14.3%,0.0%,-,-1,6
2024 Munich R32,L vs Moro Canas,0.0%,-,8.2%,63.6%,8.9%,8.0%,0.0%,4.3%,30.0%,2.2%,57.1%,-48,-60
2024 Estoril R32,W vs Marterer,0.0%,-,2.2%,100.0%,8.5%,17.9%,0.0%,3.3%,0.0%,2.4%,25.0%,-33,-16
2024 Szekesfehervar CH R16,L vs Michalski,1.7%,100.0%,11.7%,87.5%,11.9%,8.5%,6.3%,2.7%,0.0%,3.9%,53.8%,-28,-32
2024 Australian Open R128,L vs Auger Aliassime,3.0%,20.0%,9.0%,71.0%,20.0%,11.8%,0.0%,8.3%,39.3%,2.5%,41.7%,23,34
2024 Brisbane R32,L vs Nadal,2.0%,100.0%,11.0%,54.5%,21.7%,46.7%,20.0%,4.8%,0.0%,1.4%,0.0%,31,31
2023 Metz R32,W vs Martineau,9.3%,50.0%,13.9%,73.3%,14.6%,5.9%,0.0%,15.0%,33.3%,0.9%,0.0%,-27,19
2023 Paris R32,L vs Rune,0.0%,-,15.8%,61.1%,20.4%,33.3%,40.0%,17.2%,80.0%,0.7%,0.0%,35,49
2023 Paris R64,W vs Wawrinka,7.6%,71.4%,14.1%,88.5%,12.2%,22.2%,0.0%,8.5%,14.3%,2.5%,28.6%,-13,-14
2023 Vienna R32,L vs Tsitsipas,1.5%,100.0%,16.2%,83.3%,9.3%,6.8%,9.1%,10.6%,38.5%,0.4%,0.0%,-49,-27
2023 Astana QF,L vs Ofner,1.0%,100.0%,9.5%,44.4%,6.7%,17.4%,22.2%,1.5%,5.9%,1.1%,50.0%,-80,-55
2023 Astana R16,W vs Giron,1.2%,0.0%,18.2%,74.3%,19.3%,15.4%,14.3%,21.3%,50.0%,4.4%,16.7%,52,63
2023 Astana R32,W vs Varillas,4.2%,66.7%,9.7%,60.0%,13.0%,18.2%,0.0%,7.8%,40.0%,0.9%,66.7%,-76,-44
2023 US Open R128,W vs Bublik,4.1%,100.0%,19.0%,59.4%,10.8%,16.7%,14.3%,7.1%,16.7%,1.3%,33.3%,-23,-6
2023 Kitzbuhel F,L vs Baez,4.3%,100.0%,10.5%,90.9%,10.6%,3.0%,9.1%,5.9%,50.0%,0.5%,0.0%,-15,-11
2023 Kitzbuhel SF,W vs Djere,2.1%,66.7%,8.5%,65.2%,17.6%,20.0%,15.4%,15.2%,61.5%,2.2%,11.1%,41,49
2023 Gstaad R16,L vs Medjedovic,1.4%,100.0%,8.3%,92.9%,13.9%,21.1%,11.1%,6.5%,33.3%,3.7%,62.5%,17,44
2023 Gstaad R32,W vs Muller,4.6%,33.3%,12.4%,50.0%,18.8%,23.8%,0.0%,11.1%,33.3%,1.7%,66.7%,-37,-7
2023 Wimbledon R128,L vs Tsitsipas,6.7%,72.7%,15.4%,70.6%,17.8%,12.9%,0.0%,8.5%,15.8%,3.4%,58.3%,67,77
Career (239 matches),,2.4%,72.2%,9.5%,71.6%,14.6%,19.0%,11.1%,9.8%,31.2%,1.5%,34.2%,-18,-9
