Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Vienna R32,L vs Darderi,31.7%,41.7%,47.5%,37.8%,47.2%,61.1%,42.1%,57.5%,62.5%,55.0%,-,8.7%,13.0%,52.4%,-26
2024 US Open R128,L vs Shelton,24.7%,35.5%,44.4%,31.1%,34.9%,51.2%,50.0%,48.6%,61.1%,28.0%,25.0%,18.6%,25.6%,40.0%,58
2024 Munich R32,L vs Moro Canas,8.8%,12.3%,50.0%,13.9%,17.2%,20.7%,45.8%,27.2%,35.7%,60.0%,100.0%,0.0%,3.8%,53.8%,-118
2024 Estoril R32,W vs Marterer,29.4%,40.0%,50.9%,35.6%,37.7%,50.9%,54.5%,47.7%,71.4%,50.0%,-,17.2%,24.1%,45.8%,54
2024 Szekesfehervar CH R16,L vs Michalski,13.3%,25.0%,51.0%,25.3%,21.2%,39.4%,65.4%,43.0%,33.3%,77.8%,100.0%,3.8%,7.7%,36.0%,-77
2024 Australian Open R128,L vs Auger Aliassime,23.9%,37.2%,54.3%,32.6%,30.6%,45.5%,57.1%,43.5%,47.3%,65.2%,62.5%,11.8%,23.5%,48.9%,-6
2024 Brisbane R32,L vs Nadal,27.8%,46.3%,50.0%,39.6%,29.4%,52.9%,54.2%,48.2%,30.8%,47.6%,60.0%,29.4%,41.2%,41.7%,148
2023 Metz R32,W vs Martineau,40.8%,46.9%,59.1%,50.2%,50.0%,56.7%,60.0%,65.3%,50.0%,72.2%,0.0%,41.7%,50.0%,57.1%,137
2023 Paris R32,L vs Rune,24.1%,38.9%,51.4%,30.7%,33.3%,51.5%,50.0%,44.2%,62.5%,47.1%,66.7%,11.8%,23.5%,53.3%,-13
2023 Paris R64,W vs Wawrinka,25.0%,39.0%,52.1%,31.2%,36.2%,53.4%,54.1%,46.9%,44.4%,54.8%,40.0%,10.0%,20.0%,50.0%,-13
2023 Vienna R32,L vs Tsitsipas,25.0%,33.8%,60.8%,34.9%,35.7%,47.6%,55.6%,51.7%,47.4%,65.2%,100.0%,7.7%,11.5%,66.7%,-79
2023 Astana QF,L vs Ofner,35.2%,40.7%,41.2%,38.1%,43.7%,50.7%,42.5%,48.0%,48.7%,59.4%,62.5%,20.0%,22.9%,39.3%,3
2023 Astana R16,W vs Giron,29.3%,45.7%,59.7%,39.0%,37.3%,59.3%,62.2%,52.4%,30.4%,44.4%,16.7%,16.7%,23.3%,56.0%,49
2023 Astana R32,W vs Varillas,30.8%,43.6%,54.0%,35.5%,52.3%,63.6%,57.1%,60.7%,50.0%,41.7%,0.0%,3.3%,20.0%,51.7%,-86
2023 US Open R128,W vs Bublik,33.3%,40.7%,55.1%,38.8%,33.3%,41.7%,59.4%,42.5%,72.7%,30.8%,0.0%,39.3%,46.4%,47.1%,150
2023 Kitzbuhel F,L vs Baez,19.2%,30.8%,42.5%,24.4%,28.1%,37.5%,43.5%,36.6%,37.5%,56.3%,50.0%,5.6%,22.2%,41.2%,-63
2023 Kitzbuhel SF,W vs Djere,30.9%,46.3%,55.1%,37.4%,37.4%,54.9%,54.4%,48.1%,52.6%,66.0%,83.3%,22.6%,35.8%,56.1%,51
2023 Gstaad R16,L vs Medjedovic,35.8%,50.6%,51.0%,45.6%,47.4%,66.7%,73.3%,61.2%,43.5%,58.8%,50.0%,8.7%,13.0%,19.0%,-26
2023 Gstaad R32,W vs Muller,36.5%,54.1%,50.0%,47.2%,42.0%,64.0%,58.6%,57.8%,52.2%,55.6%,75.0%,26.1%,34.8%,35.3%,-16
2023 Wimbledon R128,L vs Tsitsipas,35.4%,52.2%,55.9%,42.2%,43.0%,63.6%,54.1%,54.4%,45.7%,57.4%,50.0%,25.4%,37.3%,58.0%,6
Career (239 matches),,27.4%,40.1%,53.4%,34.7%,35.0%,50.4%,57.1%,46.7%,48.8%,53.4%,57.7%,16.4%,25.6%,48.2%,47
