Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Vienna R32,L vs Darderi,10% (1/10),100% (1/1),0/3,30% (3/10),0% (0/3),1/1,0/0,3/3,0/0,1/1
2024 US Open R128,L vs Shelton,8% (1/13),0% (0/1),0/2,46% (6/13),17% (1/6),0/0,0/0,0/3,0/0,0/1
2024 Munich R32,L vs Moro Canas,40% (4/10),75% (3/4),1/3,50% (5/10),0% (0/5),3/3,0/0,0/2,0/0,0/1
2024 Estoril R32,W vs Marterer,53% (8/15),75% (6/8),0/2,21% (3/14),33% (1/3),4/5,1/1,0/0,1/1,0/0
2024 Szekesfehervar CH R32,L vs Michalski,50% (5/10),20% (1/5),0/3,56% (5/9),40% (2/5),1/1,0/0,1/1,0/0,1/1
2024 Australian Open R128,L vs Auger Aliassime,21% (6/28),50% (3/6),2/5,27% (7/26),29% (2/7),3/3,1/2,1/1,0/0,1/1
2024 Brisbane R32,L vs Nadal,0% (0/10),- (0/0),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/0
2023 Paris R32,L vs Rune,33% (3/9),0% (0/3),0/3,33% (3/9),0% (0/3),0/0,0/0,2/2,0/0,1/1
2023 Paris R64,W vs Wawrinka,27% (4/15),100% (4/4),1/3,40% (6/15),50% (3/6),4/4,2/2,1/1,1/1,1/1
2023 Vienna R32,L vs Tsitsipas,9% (1/11),0% (0/1),0/1,18% (2/11),50% (1/2),0/0,0/0,3/3,0/0,1/1
2023 Astana QF,L vs Ofner,13% (2/15),50% (1/2),0/3,53% (8/15),63% (5/8),0/0,0/0,1/1,0/0,0/0
2023 Astana R16,W vs Giron,33% (5/15),40% (2/5),0/1,38% (6/16),67% (4/6),1/2,1/1,3/4,0/0,2/2
2023 Astana R32,W vs Varillas,30% (3/10),67% (2/3),1/1,27% (3/11),67% (2/3),2/2,1/1,2/2,0/0,0/0
2023 US Open R128,W vs Bublik,54% (7/13),86% (6/7),1/2,29% (4/14),50% (2/4),4/6,3/4,0/0,1/2,0/0
2023 Kitzbuhel F,L vs Baez,13% (1/8),0% (0/1),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2023 Kitzbuhel SF,W vs Djere,17% (3/18),33% (1/3),0/0,39% (7/18),100% (7/7),1/1,1/1,3/3,0/0,3/3
2023 Gstaad R16,L vs Medjedovic,27% (4/15),50% (2/4),0/1,21% (3/14),33% (1/3),2/2,1/1,2/3,0/0,1/1
2023 Gstaad R32,W vs Muller,22% (2/9),100% (2/2),0/0,30% (3/10),100% (3/3),2/2,1/1,2/2,0/0,0/0
2023 Madrid R64,L vs Tsitsipas,7% (1/14),100% (1/1),0/2,36% (5/14),60% (3/5),1/1,1/1,0/0,0/0,0/0
2023 Monte Carlo R64,W vs Gasquet,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2024 (7 matches),,26.0%,56.0%,15.0%,35.2%,18.8%,92.3%,66.7%,50.0%,100.0%,60.0%
2023 (19 matches),,26.1%,63.3%,17.6%,32.5%,50.0%,86.5%,90.5%,90.6%,85.7%,92.9%
2022 (28 matches),,33.3%,67.0%,17.6%,30.5%,26.2%,77.3%,75.0%,82.2%,85.7%,89.5%
2021 (10 matches),,35.9%,68.6%,24.1%,32.9%,37.0%,87.5%,92.9%,100.0%,100.0%,100.0%
2020 (26 matches),,36.6%,73.9%,27.3%,25.9%,43.8%,86.7%,84.1%,86.4%,83.3%,75.0%
Career (500 matches),,35.5%,67.0%,21.5%,28.5%,36.5%,82.6%,84.7%,80.2%,86.0%,78.6%
