Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,292,169,123,57.9%,419-331,55.9%,3876-3652,51.5%,83-72,53.5%,281,82.8%,20.7%,8.1%,3.5%,60.4%,74.4%,52.4%,65.7%,36.3%,50.8%,1.06
Clay,241,165,76,68.5%,380-227,62.6%,3205-2742,53.9%,58-44,56.9%,238,81.7%,26.6%,5.6%,3.4%,61.3%,72.0%,53.5%,64.9%,39.3%,51.9%,1.12
Grass,33,15,18,45.5%,41-45,47.7%,437-452,49.2%,7-11,38.9%,32,86.5%,13.1%,10.4%,4.2%,56.7%,76.5%,55.3%,67.3%,31.9%,49.3%,0.98
Grand Slams,111,75,36,67.6%,252-146,63.3%,2111-1789,54.1%,33-28,54.1%,111,83.5%,24.8%,7.3%,3.4%,60.6%,73.6%,53.7%,65.8%,38.4%,51.8%,1.12
Masters,129,72,57,55.8%,157-137,53.4%,1512-1450,51.0%,31-32,49.2%,126,82.0%,20.3%,6.7%,3.5%,60.8%,73.3%,52.9%,65.3%,35.8%,50.5%,1.03
Other Tours,293,185,108,63.1%,386-277,58.2%,3453-3157,52.2%,73-57,56.2%,288,82.0%,22.9%,7.5%,3.6%,60.3%,73.5%,52.9%,65.3%,37.5%,51.2%,1.08
Best of 5,117,78,39,66.7%,264-158,62.6%,2227-1903,53.9%,35-29,54.7%,114,83.6%,25.0%,7.1%,3.4%,60.5%,73.7%,53.8%,65.9%,38.5%,51.8%,1.13
Best of 3,449,271,178,60.4%,576-445,56.4%,5291-4943,51.7%,113-98,53.6%,437,82.1%,21.7%,7.2%,3.6%,60.5%,73.4%,52.8%,65.3%,36.8%,50.9%,1.06
Finals,29,17,12,58.6%,42-38,52.5%,399-391,50.5%,8-8,50.0%,29,80.1%,21.1%,7.4%,3.1%,63.6%,71.8%,50.4%,64.0%,36.6%,50.4%,1.02
Semi-finals,45,29,16,64.4%,64-48,57.1%,575-545,51.3%,14-10,58.3%,44,79.5%,23.0%,6.7%,3.3%,63.6%,71.7%,52.1%,64.6%,37.2%,50.7%,1.05
Quarter-finals,76,43,33,56.6%,98-83,54.1%,926-884,51.2%,19-19,50.0%,74,80.7%,22.6%,6.7%,3.5%,61.0%,72.7%,50.9%,64.2%,37.3%,50.5%,1.04
vs Righties,471,290,181,61.6%,698-510,57.8%,6281-5746,52.2%,126-108,53.8%,459,82.3%,22.7%,7.2%,3.5%,60.7%,73.5%,52.8%,65.3%,37.3%,51.1%,1.08
vs Lefties,94,58,36,61.7%,140-93,60.1%,1225-1094,52.8%,22-19,53.7%,91,83.7%,22.1%,7.1%,3.4%,59.6%,73.8%,54.3%,65.9%,37.0%,51.2%,1.09
vs Top 10,85,32,53,37.6%,89-135,39.7%,1034-1202,46.2%,24-22,52.2%,85,77.6%,15.3%,6.0%,3.3%,61.0%,70.6%,50.0%,62.6%,33.8%,48.3%,0.90
