Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Vienna R32,L vs Darderi,4.3,4.4,4.2,41.1%,48.1%,33.3%,60.0%,47.0%,29.8%,4.0,4.3,-6.0,-7.7
2024 US Open R128,L vs Shelton,3.1,3.5,2.6,41.5%,34.4%,44.4%,0.0%,64.9%,46.7%,2.5,2.5,-4.5,-15.0
2024 Munich R32,L vs Moro Canas,5.4,5.4,5.4,34.5%,47.6%,72.2%,52.6%,50.8%,34.8%,3.0,2.1,0.5,0.5
2024 Estoril R32,W vs Marterer,4.2,4.0,4.5,57.7%,50.0%,48.1%,53.8%,58.1%,29.3%,-1.5,-0.8,0.0,0.0
2024 Szekesfehervar CH R16,L vs Michalski,5.6,5.5,5.7,35.6%,54.1%,36.4%,63.2%,53.4%,24.8%,4.0,2.4,-10.5,-9.4
2024 Australian Open R128,L vs Auger Aliassime,3.5,3.5,3.5,42.3%,59.7%,43.3%,70.6%,43.9%,20.3%,13.5,6.8,-10.5,-5.0
2024 Brisbane R32,L vs Nadal,3.6,3.6,3.7,43.1%,45.5%,14.3%,0.0%,52.4%,14.7%,3.5,4.7,-12.5,-21.9
2023 Metz R32,W vs Martineau,3.0,2.7,3.2,54.5%,71.4%,20.0%,60.0%,57.9%,28.9%,0.5,0.9,4.5,14.5
2023 Paris R32,L vs Rune,3.3,3.0,3.5,40.3%,50.0%,57.1%,66.7%,54.3%,25.4%,-0.5,-0.7,5.0,11.4
2023 Paris R64,W vs Wawrinka,4.0,4.8,3.1,50.0%,51.7%,58.3%,47.1%,59.2%,36.2%,-4.0,-2.6,-0.5,-0.7
2023 Vienna R32,L vs Tsitsipas,4.3,4.4,4.2,44.0%,65.8%,38.5%,30.8%,53.8%,16.2%,4.5,3.5,-2.5,-2.6
2023 Astana QF,L vs Ofner,4.6,4.4,5.0,50.9%,36.4%,27.8%,48.3%,47.9%,53.2%,-6.5,-3.8,-18.0,-20.5
2023 Astana R16,W vs Giron,3.7,3.6,3.8,46.2%,58.1%,58.8%,60.0%,59.6%,36.9%,7.0,4.5,5.0,7.2
2023 Astana R32,W vs Varillas,4.9,3.9,5.8,55.7%,63.3%,28.0%,52.4%,51.4%,55.8%,10.0,6.3,1.5,2.2
2023 US Open R128,W vs Bublik,3.5,4.0,3.0,59.4%,61.8%,47.8%,40.0%,55.7%,26.7%,4.0,3.3,0.0,0.0
2023 Kitzbuhel F,L vs Baez,4.6,4.8,4.3,49.0%,30.0%,35.3%,33.3%,55.2%,16.1%,-0.5,-0.5,-8.0,-11.0
2023 Kitzbuhel SF,W vs Djere,3.7,3.5,3.9,52.1%,43.9%,41.2%,54.5%,55.4%,42.5%,6.0,2.8,4.5,4.4
2023 Gstaad R16,L vs Medjedovic,3.3,3.7,2.9,53.6%,44.8%,58.8%,40.0%,49.1%,39.1%,-2.5,-2.6,-7.0,-10.4
2023 Gstaad R32,W vs Muller,3.6,3.0,4.5,54.5%,52.0%,66.7%,50.0%,47.7%,25.6%,8.0,10.3,0.5,0.8
2023 Wimbledon R128,L vs Tsitsipas,3.0,3.1,3.0,47.2%,46.8%,52.2%,54.5%,46.6%,27.2%,4.0,2.5,-23.0,-16.8
Career (239 matches),,4.2,4.0,4.4,49.9%,52.1%,49.8%,51.7%,53.1%,33.7%,8.7,6.2,0.2,0.2
