Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Shelton,106.3,117.5,7.1,122.6,110.3,128,101,95.2,5.1,93.0,93.0,103,81
2023 US Open R64,L vs Shelton,107.8,114.6,11.7,117.3,111.8,126,62,93.1,4.6,94.3,90.0,102,86
2023 US Open R128,W vs Bublik,105.7,114.6,5.9,119.4,110.9,124,101,90.1,6.7,95.0,83.0,102,74
2023 Wimbledon R128,L vs Tsitsipas,110.6,117.8,6.8,123.1,113.0,128,94,99.2,5.3,102.6,98.5,121,89
2022 US Open R128,L vs Carreno Busta,105.3,111.3,12.4,115.3,107.1,129,62,96.0,8.5,99.9,92.8,109,61
2020 US Open F,W vs Zverev,107.7,114.6,8.5,117.4,111.5,134,66,94.8,5.3,98.7,98.0,103,78
2020 US Open SF,W vs Medvedev,108.1,115.7,7.1,120.6,111.6,135,94,96.5,4.7,99.4,100.8,106,86
2020 US Open QF,W vs De Minaur,109.9,118.1,5.7,,118.5,135,105,96.8,4.6,,,107,89
2020 US Open R16,W vs Auger Aliassime,108.0,113.2,9.0,119.3,106.8,134,92,96.3,3.6,99.4,93.0,102,88
2020 US Open R32,W vs Cilic,108.9,116.7,5.0,120.8,112.3,125,105,97.3,4.3,99.8,96.0,105,87
2020 US Open R64,W vs Nagal,107.9,113.2,10.3,119.1,107.4,134,89,98.6,4.9,99.0,95.0,110,90
2020 US Open R128,W vs Munar,106.5,112.9,11.4,120.2,105.1,136,84,95.1,5.3,99.0,94.5,106,84
2019 US Open R128,L vs Fabbiano,107.9,116.0,10.1,119.2,109.3,135,87,95.4,5.5,95.1,95.0,110,84
2019 Wimbledon R128,L vs Querrey,111.6,119.5,7.9,123.5,112.4,132,96,98.2,4.9,102.7,94.2,108,88
2019 Roland Garros F,L vs Nadal,110.0,116.6,7.6,,,132,95,94.6,3.7,,,102,86
2019 Roland Garros SF,W vs Djokovic,102.2,106.3,10.9,,,129,86,92.2,4.6,,,101,83
2019 Roland Garros QF,W vs Khachanov,107.1,112.1,13.4,,,130,85,97.8,3.5,,,104,90
2019 Roland Garros R16,W vs Monfils,107.8,116.2,10.5,,,128,87,95.6,5.2,,,105,85
2019 Roland Garros R32,W vs Cuevas,105.6,110.6,10.3,,,130,91,96.7,3.7,,,106,88
2019 Roland Garros R64,W vs Bublik,104.9,109.2,12.0,,,131,78,97.1,4.8,,,106,85
Career (67 matches),,105.9,113.0,11.3,121.0,107.2,141,62,94.6,5.4,98.4,95.3,121,61
