Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Vienna R32,L vs Darderi,0.89,0.65,53.7,3.2,22.6%,77.4%,17.2%,48.3%,28.6%,24.1%
2024 US Open R128,L vs Shelton,1.09,0.32,26.8,2.1,0.0%,48.9%,4.3%,60.9%,15.2%,10.7%
2024 Munich R32,L vs Moro Canas,0.84,0.73,57.1,3.0,3.3%,56.7%,3.7%,48.1%,38.5%,44.7%
2024 Estoril R32,W vs Marterer,0.98,1.25,53.2,2.3,8.9%,68.9%,5.0%,57.5%,44.9%,47.8%
2024 Szekesfehervar CH R32,L vs Michalski,0.85,0.69,50.4,3.1,6.5%,51.6%,0.0%,62.1%,38.5%,31.6%
2024 Australian Open R128,L vs Auger Aliassime,1.01,0.83,43.6,2.8,4.3%,67.7%,12.6%,57.5%,29.2%,32.5%
2024 Brisbane R32,L vs Nadal,0.96,0.32,43.7,2.2,10.3%,65.5%,0.0%,56.0%,20.8%,4.5%
2023 Paris R32,L vs Rune,0.81,0.63,46.4,2.5,10.7%,53.6%,3.8%,65.4%,29.0%,34.5%
2023 Paris R64,W vs Wawrinka,1.19,1.19,73.3,26.5,11.5%,59.6%,4.2%,66.7%,31.1%,43.6%
2023 Vienna R32,L vs Tsitsipas,0.80,0.78,48.9,2.8,5.6%,75.0%,3.1%,65.6%,28.6%,28.9%
2023 Astana QF,L vs Ofner,1.10,0.72,63.5,4.7,5.4%,64.3%,3.8%,57.7%,27.3%,23.7%
2023 Astana R16,W vs Giron,1.09,1.22,77.8,4.9,8.3%,64.6%,9.1%,75.0%,27.5%,40.8%
2023 Astana R32,W vs Varillas,1.14,1.28,69.0,2.1,10.3%,61.5%,7.7%,69.2%,33.3%,44.7%
2023 US Open R128,W vs Bublik,1.15,1.66,27.0,2.1,13.6%,63.6%,5.4%,70.3%,45.5%,51.2%
2023 Kitzbuhel F,L vs Baez,0.75,0.44,29.8,2.0,18.5%,44.4%,0.0%,60.0%,25.0%,32.0%
2023 Kitzbuhel SF,W vs Djere,1.17,0.96,94.6,9.8,6.6%,67.1%,5.5%,67.1%,23.8%,30.5%
2023 Gstaad R16,L vs Medjedovic,0.70,0.81,50.0,2.2,13.6%,63.6%,2.7%,73.0%,43.5%,29.3%
2023 Gstaad R32,W vs Muller,1.23,1.37,51.4,2.0,15.8%,65.8%,8.3%,69.4%,37.9%,34.6%
2023 Madrid R64,L vs Tsitsipas,1.17,0.62,92.2,4.1,11.5%,65.4%,2.0%,61.2%,23.7%,14.7%
2023 Monte Carlo R64,W vs Gasquet,1.33,1.90,38.9,2.1,20.0%,80.0%,4.0%,60.0%,48.4%,34.5%
2024 (7 matches),,0.96,0.76,46.3,2.6,6.9%,63.1%,7.4%,56.5%,31.8%,31.3%
2023 (19 matches),,1.04,1.01,58.4,2.8,9.9%,64.5%,4.6%,65.1%,34.1%,34.3%
2022 (28 matches),,1.04,1.07,58.5,3.1,7.2%,63.9%,4.7%,62.6%,38.3%,37.3%
2021 (10 matches),,0.99,1.11,43.3,3.2,5.9%,67.4%,3.7%,62.0%,39.6%,38.6%
2020 (26 matches),,1.06,1.25,49.1,2.8,8.7%,66.2%,5.6%,67.0%,40.5%,38.2%
Career (500 matches),,1.04,1.14,52.1,2.8,7.6%,65.6%,5.3%,64.6%,37.9%,38.0%
