Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Louisa Chirico [USA],2,4,33.3%,3,2,1,66.7%,2014,2024,0,,,,,,,,,,
6,Sachia Vickery [USA],3,3,50.0%,0,0,0,-,2013,2022,2,0.84,3.5%,5.8%,54.7%,51.1%,38.5%,45.3%,46.1%,35.7%,58.3%
5,Katerina Stewart [USA],2,3,40.0%,1,0,1,0.0%,2015,2021,0,,,,,,,,,,
4,Varvara Lepchenko [USA],0,4,0.0%,0,0,0,-,2018,2024,2,0.62,0.0%,9.3%,62.6%,53.7%,45.0%,50.5%,30.5%,43.8%,28.6%
4,Kayla Day [USA],3,1,75.0%,0,0,0,-,2018,2023,0,,,,,,,,,,
4,Reka Luca Jani [HUN],3,1,75.0%,0,0,0,-,2014,2020,1,1.20,0.0%,9.4%,65.6%,73.8%,36.4%,60.9%,46.9%,66.7%,50.0%
4,Katie Boulter [GBR],3,1,75.0%,0,0,0,-,2017,2019,2,1.03,1.4%,5.7%,63.3%,59.4%,49.4%,55.7%,45.6%,56.5%,47.8%
4,Nicole Gibbs [USA],1,3,25.0%,0,0,0,-,2014,2018,0,,,,,,,,,,
3,Mayu Crossley [JPN],0,3,0.0%,1,0,1,0.0%,2024,2024,0,,,,,,,,,,
3,Alexandra Vecic [GER],0,3,0.0%,0,0,0,-,2022,2024,0,,,,,,,,,,
3,Grace Min [USA],1,2,33.3%,1,0,1,0.0%,2014,2023,0,,,,,,,,,,
3,Emma Navarro [USA],0,3,0.0%,0,0,0,-,2019,2023,0,,,,,,,,,,
3,Madison Brengle [USA],1,2,33.3%,1,0,1,0.0%,2013,2021,0,,,,,,,,,,
3,Kurumi Nara [JPN],0,3,0.0%,0,0,0,-,2014,2021,2,0.67,2.1%,3.2%,68.1%,31.3%,50.0%,37.2%,41.8%,40.9%,71.4%
3,Danka Kovinic [MNE],1,2,33.3%,0,0,0,-,2015,2019,1,0.80,1.1%,5.7%,57.5%,46.0%,37.8%,42.5%,46.2%,42.9%,62.5%
