Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Solarino F,L vs De Vroome,40% (2/5),14% (1/7),0/0,0/0,45% (5/11),3/5,3/4,- (0/0),- (0/0)
2019 W25 Obidos QF,L vs Zarytska,20% (1/5),57% (4/7),0/0,0/0,46% (6/13),1/3,0/1,- (0/0),- (0/0)
2019 W25 Obidos R32,W vs Steur,70% (7/10),53% (8/15),2/3,1/1,33% (3/9),0/1,0/0,- (0/0),- (0/0)
2019 W80 Charlottesville VA R32,L vs Karatantcheva,100% (1/1),43% (3/7),0/0,0/0,36% (4/11),0/2,0/1,- (0/0),- (0/0)
2019 W25 Pelham AL R32,L vs Dolehide,75% (3/4),40% (2/5),0/0,0/0,54% (7/13),4/6,1/2,- (0/0),- (0/0)
2019 W80 Palm Harbor FL R32,L vs Osaka,44% (4/9),75% (3/4),0/1,0/0,60% (9/15),4/6,3/4,43% (3/7),43% (3/7)
2019 W25 Kazan F,L vs Rybakina,29% (2/7),50% (3/6),0/0,0/0,36% (4/11),2/4,0/1,- (0/0),- (0/0)
2019 W25 Kazan SF,W vs Bronzetti,50% (7/14),43% (6/14),2/3,1/2,77% (10/13),0/0,0/0,- (0/0),- (0/0)
2019 W25 Kazan QF,W vs Rakhimova,52% (11/21),35% (8/23),2/5,1/2,40% (4/10),2/3,0/0,30% (3/10),60% (6/10)
2019 W25 Kazan R16,W vs Galfi,47% (7/15),47% (9/19),2/4,1/1,64% (14/22),0/1,0/0,- (0/0),- (0/0)
2019 W25 Kazan R32,W vs Tikhonova,58% (7/12),83% (5/6),2/5,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 W100 Midland MI R32,L vs Brengle,55% (6/11),43% (3/7),0/0,0/0,60% (6/10),1/3,0/1,40% (2/5),33% (2/6)
2019 Newport Beach R64,L vs Ahn,23% (3/13),100% (3/3),0/0,0/0,54% (7/13),0/2,0/1,- (0/0),- (0/0)
2019 W25 Petit Bourg Guadeloupe F,W vs Sanchez,64% (9/14),42% (5/12),2/5,1/4,33% (1/3),0/1,0/0,- (0/0),- (0/0)
2019 W25 Petit Bourg Guadeloupe SF,W vs Lim,46% (6/13),67% (6/9),2/5,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Petit Bourg Guadeloupe QF,W vs Le Bihan,55% (6/11),67% (6/9),2/2,1/1,40% (2/5),2/2,0/0,71% (5/7),43% (3/7)
2019 W25 Petit Bourg Guadeloupe R16,W vs Meliss,58% (7/12),71% (5/7),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 Mumbai R16,L vs Khromacheva,88% (7/8),50% (2/4),1/1,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2018 Mumbai R32,W vs Zhu,50% (9/18),30% (3/10),2/4,1/1,33% (1/3),1/1,0/0,67% (4/6),50% (3/6)
2017 Toyota $60K R32,L vs Galfi,47% (8/17),29% (4/14),1/1,0/0,42% (5/12),0/2,0/1,100% (4/4),75% (3/4)
2019 (17 matches),,50.3%,50.0%,51.4%,60.0%,52.9%,48.7%,46.7%,44.8%,46.7%
2018 (2 matches),,61.5%,35.7%,60.0%,100.0%,53.8%,33.3%,0.0%,66.7%,50.0%
2017 (8 matches),,59.3%,42.0%,80.0%,100.0%,47.4%,47.6%,28.6%,71.4%,68.4%
2016 (9 matches),,54.4%,44.7%,61.5%,42.9%,36.6%,33.3%,25.0%,46.7%,50.0%
2015 (18 matches),,58.1%,46.4%,54.5%,53.3%,51.9%,36.1%,33.3%,45.5%,45.5%
Career (165 matches),,54.9%,46.7%,52.4%,52.1%,48.3%,42.3%,39.5%,54.9%,54.7%
