Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 W25 Solarino F,L vs De Vroome,9,18,0.5,8.7%,17.3%,8,14,0.6,8.9%,15.6%,2.2%,6.7%,1.3,30.8%,23.1%
2016 Wuhan $50K R16,W vs Han,18,44,0.4,11.1%,27.2%,18,39,0.5,12.2%,26.4%,6.1%,6.1%,0.2,6.8%,28.4%
2015 Wimbledon R64,L vs Stosur,15,18,0.8,12.5%,15.0%,14,15,0.9,12.8%,13.8%,8.3%,4.6%,2.1,19.2%,9.2%
2015 Wimbledon R128,W vs Gallovits Hall,16,11,1.5,16.0%,11.0%,14,10,1.4,15.2%,10.9%,9.8%,5.4%,0.5,12.0%,25.0%
2015 Australian Open R128,L vs Diyas,17,41,0.4,9.8%,23.7%,16,36,0.4,9.8%,22.1%,7.4%,1.2%,0.5,12.1%,23.7%
2015 Auckland QF,L vs Davis,18,30,0.6,11.6%,19.4%,16,27,0.6,10.9%,18.4%,8.8%,2.0%,0.9,15.5%,18.1%
2014 Wimbledon R128,L vs Kerber,11,30,0.4,11.1%,30.3%,9,24,0.4,10.5%,27.9%,10.5%,0.0%,0.8,15.2%,18.2%
2014 Roland Garros R128,L vs Rybarikova,18,27,0.7,12.8%,19.1%,18,25,0.7,13.3%,18.5%,5.9%,7.4%,0.9,22.7%,24.1%
2013 US Open R64,L vs Stephens,5,15,0.3,6.3%,19.0%,5,14,0.4,6.6%,18.4%,,,2.2,30.4%,13.9%
2013 Roland Garros R128,W vs Williams,28,40,0.7,11.1%,15.9%,28,36,0.8,11.6%,14.9%,,,0.9,23.0%,26.2%
2013 Australian Open R128,L vs Hampton,8,20,0.4,6.7%,16.7%,6,20,0.3,5.1%,17.1%,,,1.3,27.5%,21.7%
2012 's Hertogenbosch F,L vs Petrova,9,24,0.4,7.8%,20.7%,8,21,0.4,7.9%,20.8%,4.0%,4.0%,1.2,22.4%,19.0%
2012 Roland Garros R64,L vs Kvitova,6,15,0.4,5.2%,13.0%,6,14,0.4,5.6%,13.0%,,,1.1,26.1%,23.5%
2012 Roland Garros R128,W vs Parmentier,15,17,0.9,12.9%,14.7%,15,16,0.9,13.5%,14.4%,,,0.7,15.5%,21.6%
Career (14 matches),,193,350,0.6,10.4%,18.9%,181,311,0.6,10.5%,18.0%,4.3%,2.6%,0.9,19.4%,21.8%
