Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Solarino F,L vs De Vroome,43% (3/7),33% (1/3),1/4,88% (7/8),14% (1/7),1/1,0/0,0/2,0/0,0/1
2019 W25 Obidos QF,L vs Zarytska,50% (6/12),67% (4/6),1/6,64% (7/11),0% (0/7),1/4,0/0,0/1,0/0,0/0
2019 W25 Obidos R32,W vs Steur,77% (10/13),80% (8/10),4/5,46% (6/13),0% (0/6),3/6,0/1,0/1,0/1,0/0
2019 W80 Charlottesville VA R32,L vs Karatantcheva,38% (3/8),100% (3/3),3/7,88% (7/8),0% (0/7),1/3,0/0,0/0,0/0,0/0
2019 W25 Pelham AL R32,L vs Dolehide,25% (2/8),100% (2/2),1/5,67% (6/9),0% (0/6),1/2,0/0,2/3,0/0,0/1
2019 W80 Palm Harbor FL R32,L vs Osaka,33% (3/9),100% (3/3),0/4,70% (7/10),14% (1/7),1/3,0/1,1/2,0/0,1/1
2019 W25 Kazan F,L vs Rybakina,63% (5/8),60% (3/5),2/6,78% (7/9),0% (0/7),1/3,0/0,0/1,0/0,0/1
2019 W25 Kazan SF,W vs Bronzetti,73% (8/11),75% (6/8),1/3,60% (6/10),50% (3/6),4/5,1/1,1/1,0/0,0/0
2019 W25 Kazan QF,W vs Rakhimova,53% (9/17),89% (8/9),2/6,35% (6/17),0% (0/6),6/7,2/3,1/1,1/1,1/1
2019 W25 Kazan R16,W vs Galfi,71% (10/14),90% (9/10),5/8,80% (12/15),33% (4/12),6/8,1/2,0/0,1/1,0/0
2019 W25 Kazan R32,W vs Tikhonova,56% (5/9),100% (5/5),1/2,56% (5/9),60% (3/5),3/5,2/3,0/0,1/1,0/0
2019 W100 Midland MI R32,L vs Brengle,45% (5/11),60% (3/5),1/4,50% (5/10),20% (1/5),0/2,0/1,0/0,0/0,0/0
2019 Newport Beach R64,L vs Ahn,33% (3/9),100% (3/3),2/6,89% (8/9),25% (2/8),2/3,0/0,1/1,0/0,1/1
2019 W25 Petit Bourg Guadeloupe F,W vs Sanchez,55% (6/11),83% (5/6),0/1,27% (3/11),33% (1/3),4/4,1/1,0/1,0/0,0/0
2019 W25 Petit Bourg Guadeloupe SF,W vs Lim,86% (6/7),100% (6/6),2/2,25% (2/8),0% (0/2),4/6,2/2,0/0,1/1,0/0
2019 W25 Petit Bourg Guadeloupe QF,W vs Le Bihan,70% (7/10),86% (6/7),3/3,33% (3/9),0% (0/3),4/5,0/0,0/0,0/0,0/0
2019 W25 Petit Bourg Guadeloupe R16,W vs Meliss,63% (5/8),100% (5/5),0/1,38% (3/8),67% (2/3),4/5,2/2,0/0,1/1,0/0
2018 Mumbai R16,L vs Khromacheva,25% (3/12),67% (2/3),0/4,45% (5/11),20% (1/5),2/2,1/1,0/0,0/0,0/0
2018 Mumbai R32,W vs Zhu,50% (5/10),60% (3/5),1/2,27% (3/11),33% (1/3),3/3,1/1,2/2,1/1,0/0
2017 Toyota $60K R32,L vs Galfi,53% (8/15),50% (4/8),2/6,53% (8/15),13% (1/8),3/4,0/0,2/3,0/0,0/1
2019 (17 matches),,55.8%,83.3%,39.7%,57.5%,18.0%,63.9%,64.7%,42.9%,83.3%,50.0%
2018 (2 matches),,36.4%,62.5%,16.7%,36.4%,25.0%,100.0%,100.0%,100.0%,100.0%,-
2017 (8 matches),,49.4%,65.9%,28.6%,53.4%,14.9%,53.8%,25.0%,64.3%,33.3%,25.0%
2016 (9 matches),,56.8%,77.8%,40.5%,52.1%,8.2%,62.5%,62.5%,71.4%,33.3%,66.7%
2015 (18 matches),,52.7%,80.4%,43.7%,57.7%,22.8%,66.7%,83.3%,50.0%,75.0%,40.0%
Career (165 matches),,50.7%,79.0%,38.9%,55.2%,19.0%,59.5%,61.7%,52.1%,60.0%,42.9%
