Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,181,81,100,44.8%,187-222,45.7%,1833-1949,48.5%,22-20,52.4%,150,55.1%,40.4%,2.6%,3.8%,64.2%,58.1%,43.8%,53.0%,45.6%,49.2%,0.97
Clay,41,14,27,34.1%,35-59,37.2%,377-471,44.5%,3-3,50.0%,25,34.5%,25.0%,1.7%,3.6%,65.4%,54.8%,43.3%,50.8%,42.4%,46.6%,0.86
Grass,31,15,16,48.4%,30-34,46.9%,290-297,49.4%,3-0,100.0%,30,44.4%,22.2%,2.8%,2.8%,64.6%,60.7%,45.1%,55.2%,43.9%,49.4%,0.98
Carpet,4,1,3,25.0%,3-6,33.3%,37-41,47.4%,0-1,0.0%,1,-,-,0.0%,6.5%,59.7%,45.9%,32.0%,40.3%,39.7%,40.0%,0.67
Grand Slams,30,9,21,30.0%,24-44,35.3%,274-338,44.8%,2-2,50.0%,27,44.0%,51.9%,2.3%,3.6%,63.9%,56.7%,41.1%,51.1%,43.6%,47.3%,0.89
Premiers,60,25,35,41.7%,57-79,41.9%,582-656,47.0%,4-5,44.4%,58,48.5%,42.9%,2.8%,3.8%,63.6%,58.3%,42.3%,52.5%,45.0%,48.7%,0.95
Internationals,111,52,59,46.8%,115-128,47.3%,1096-1155,48.7%,15-10,60.0%,91,53.1%,34.6%,2.6%,3.6%,64.7%,58.7%,45.8%,54.2%,44.9%,49.5%,0.98
Finals,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-0,-,2,50.0%,11.1%,2.3%,2.3%,71.1%,53.8%,40.5%,50.0%,34.5%,42.6%,0.69
Semi-finals,4,1,3,25.0%,3-7,30.0%,35-51,40.7%,0-0,-,4,64.3%,50.0%,0.4%,2.8%,70.3%,57.3%,40.5%,52.3%,40.8%,46.7%,0.86
Quarter-finals,21,5,16,23.8%,14-35,28.6%,206-267,43.6%,3-2,60.0%,20,47.8%,41.7%,2.5%,3.4%,64.1%,55.4%,43.3%,51.1%,42.8%,46.9%,0.87
vs Righties,236,104,132,44.1%,238-293,44.8%,2351-2543,48.0%,27-22,55.1%,190,52.9%,38.5%,2.5%,3.6%,64.4%,57.8%,44.5%,53.1%,45.0%,49.0%,0.96
vs Lefties,20,6,14,30.0%,15-28,34.9%,174-212,45.1%,1-2,33.3%,16,-,-,2.6%,3.8%,63.7%,60.5%,35.8%,51.5%,43.9%,47.9%,0.91
vs Top 10,20,3,17,15.0%,6-35,14.6%,118-230,33.9%,0-2,0.0%,18,-,-,3.1%,5.1%,62.2%,52.1%,39.8%,47.4%,40.5%,44.0%,0.77
