Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,3-2,60.0%,28-25,52.8%,1-1,50.0%,2,65.4%,40.0%,0.6%,0.6%,68.8%,61.3%,44.4%,56.1%,44.9%,50.4%,1.02,R16 (W50+H Macon)
2021,5,0,5,0.0%,2-10,16.7%,40-67,37.4%,0-2,0.0%,5,50.0%,26.4%,2.1%,4.8%,62.4%,53.4%,45.1%,50.3%,39.5%,45.0%,0.79,
2016,7,2,5,28.6%,6-9,40.0%,69-76,47.6%,1-2,33.3%,7,52.7%,43.8%,2.0%,6.3%,59.3%,54.4%,49.2%,52.3%,46.7%,49.3%,0.98,R16 (2x)
2015,30,13,17,43.3%,29-39,42.6%,279-327,46.0%,3-2,60.0%,21,51.9%,39.8%,2.5%,3.8%,67.4%,56.9%,45.7%,53.2%,43.8%,48.4%,0.94,F (Istanbul)
2014,16,3,13,18.8%,10-25,28.6%,126-180,41.2%,0-0,-,14,-,-,1.3%,4.7%,63.3%,53.8%,43.1%,49.9%,44.3%,47.0%,0.88,QF (Tashkent)
2013,50,24,26,48.0%,51-61,45.5%,493-521,48.6%,8-4,66.7%,43,-,-,2.5%,3.2%,66.3%,56.5%,44.8%,52.5%,45.3%,49.0%,0.96,QF (4x)
2012,55,28,27,50.9%,58-61,48.7%,541-547,49.7%,3-3,50.0%,51,-,-,3.0%,3.6%,65.4%,59.7%,42.7%,53.8%,45.9%,49.8%,0.99,F ('s Hertogenbosch)
2011,21,10,11,47.6%,26-28,48.1%,260-259,50.1%,3-4,42.9%,18,-,-,2.1%,2.9%,63.5%,59.5%,44.8%,54.2%,47.0%,50.5%,1.02,SF (Tashkent)
2010,4,1,3,25.0%,2-6,25.0%,26-43,37.7%,0-0,-,3,-,-,1.1%,2.2%,62.9%,51.8%,50.0%,51.1%,40.0%,46.0%,0.82,R32 (Seoul)
2009,39,15,24,38.5%,35-51,40.7%,376-443,45.9%,6-1,85.7%,34,-,-,3.1%,3.5%,61.6%,60.4%,42.4%,53.5%,43.6%,48.6%,0.94,QF (3x)
2008,12,4,8,33.3%,11-16,40.7%,125-131,48.8%,1-3,25.0%,4,-,-,1.8%,5.1%,58.8%,56.4%,33.3%,46.9%,43.2%,45.1%,0.81,QF (Tashkent)
2007,7,4,3,57.1%,10-6,62.5%,80-63,55.9%,1-1,50.0%,4,-,-,2.1%,5.2%,64.9%,58.3%,43.6%,53.1%,47.1%,50.0%,1.00,QF (Bangkok)
2006,9,6,3,66.7%,12-7,63.2%,94-76,55.3%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
Career,257,111,146,43.2%,255-321,44.3%,2537-2758,47.9%,28-24,53.8%,206,52.9%,38.5%,2.5%,3.7%,64.4%,58.0%,43.8%,52.9%,44.9%,48.9%,0.96,
