Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Sao Leopoldo CH,Clay,R32,324,551,(8) Meligeni Alves vs (Alt) Joaquin Aguilar Cardozo [URU],,,,,,,,,
23-Mar-2026,Sao Paulo CH,Clay,R16,240,157,(5) Jaime Faria [POR] d. Meligeni Alves,6-2 3-6 6-2,0.85,1.1%,3.2%,64.2%,62.3%,32.4%,10/16,2:03
23-Mar-2026,Sao Paulo CH,Clay,R32,240,2220,Meligeni Alves d. (Q) Victor Braga [BRA],6-1 6-0,9.51,3.3%,3.3%,50.0%,100.0%,86.7%,0/0,0:52
09-Mar-2026,Santiago CH,Clay,R16,248,104,(1) Adolfo Daniel Vallejo [PAR] d. Meligeni Alves,6-4 3-6 6-3,0.79,1.1%,2.2%,59.6%,54.7%,50.0%,8/13,2:15
09-Mar-2026,Santiago CH,Clay,R32,248,795,Meligeni Alves d. (Q) Benjamin Torrealba [CHI],5-7 6-1 6-3,1.21,2.1%,0.0%,58.8%,63.2%,60.0%,8/11,2:04
02-Mar-2026,Brasilia CH,Clay,R32,248,494,(Q) Joao Eduardo Schiessl [BRA] d. Meligeni Alves,7-6(5) 7-6(6),1.32,4.0%,1.3%,60.0%,80.0%,56.7%,2/3,2:23
09-Feb-2026,Buenos Aires,Clay,Q1,234,229,Lautaro Midon [ARG] d. (8) Meligeni Alves,6-2 6-2,0.67,0.0%,3.5%,77.2%,47.7%,23.1%,4/10,1:19
02-Feb-2026,Rosario CH,Clay,R32,226,239,Genaro Alberto Olivieri [ARG] d. Meligeni Alves,6-3 6-1,0.61,0.0%,2.4%,73.8%,51.6%,27.3%,2/7,1:03
27-Jan-2026,Concepcion CH,Clay,R32,225,244,Juan Pablo Varillas [PER] d. Meligeni Alves,7-5 6-2,0.73,1.6%,1.6%,50.0%,56.3%,50.0%,5/10,1:34
19-Jan-2026,Itajai CH,Clay,R32,225,402,(WC) Igor Ribeiro Marcondes [BRA] d. Meligeni Alves,6-1 6-2,0.58,2.1%,2.1%,61.7%,48.3%,44.4%,3/7,1:13
07-Jul-2025,Iasi CH,Clay,R16,145,250,(Alt) Joao Lucas Reis Da Silva [BRA] d. (5) Meligeni Alves,7-6(3) 0-0 RET,0.78,2.2%,2.2%,66.7%,63.3%,53.3%,2/3,1:13
07-Jul-2025,Iasi CH,Clay,R32,145,232,(5) Meligeni Alves d. Adolfo Daniel Vallejo [PAR],7-6(10) 6-3,1.46,1.3%,4.0%,64.0%,85.4%,55.6%,3/4,2:01
30-Jun-2025,Brasov CH,Clay,R32,145,237,Francesco Maestrelli [ITA] d. (1) Meligeni Alves,4-6 6-3 6-4,0.88,1.2%,3.6%,57.8%,64.6%,60.0%,4/7,2:13
30-Jun-2025,Wimbledon,Grass,Q2,145,144,Shintaro Mochizuki [JPN] d. Meligeni Alves,6-3 6-3,0.74,13.8%,7.7%,66.2%,65.1%,22.7%,4/9,1:16
30-Jun-2025,Wimbledon,Grass,Q1,145,233,Meligeni Alves d. Alvaro Guillen Meza [ECU],6-3 0-6 7-6(4),1.00,1.8%,1.8%,70.2%,68.8%,41.2%,13/17,2:15
