Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,3,5,37.5%,9-10,47.4%,93-94,49.7%,2-1,66.7%,7,82.1%,20.9%,7.3%,2.2%,66.4%,74.1%,47.3%,65.1%,38.6%,51.6%,1.11
Clay,9,2,7,22.2%,6-16,27.3%,87-118,42.4%,1-2,33.3%,9,68.7%,17.5%,5.5%,1.4%,68.5%,65.0%,42.4%,57.9%,34.7%,46.3%,0.82
Grass,1,0,1,0.0%,0-3,0.0%,12-19,38.7%,0-1,0.0%,1,86.7%,0.0%,5.7%,3.4%,64.8%,75.4%,41.9%,63.6%,26.2%,43.5%,0.72
Grand Slams,4,1,3,25.0%,4-8,33.3%,56-68,45.2%,2-1,66.7%,4,82.0%,8.1%,8.3%,2.3%,67.7%,71.9%,47.3%,63.9%,30.4%,47.3%,0.84
Masters,1,0,1,0.0%,1-2,33.3%,13-13,50.0%,0-0,-,1,84.6%,15.4%,6.1%,1.5%,69.7%,80.4%,55.0%,72.7%,35.0%,52.1%,1.28
Other Tours,11,3,8,27.3%,8-17,32.0%,107-134,44.4%,1-3,25.0%,11,70.7%,19.8%,5.6%,1.7%,66.6%,67.1%,41.8%,58.7%,37.1%,47.7%,0.90
Best of 5,4,1,3,25.0%,4-8,33.3%,56-68,45.2%,2-1,66.7%,4,82.0%,8.1%,8.3%,2.3%,67.7%,71.9%,47.3%,63.9%,30.4%,47.3%,0.84
Best of 3,14,4,10,28.6%,11-21,34.4%,136-163,45.5%,1-3,25.0%,13,73.0%,21.8%,5.4%,1.7%,67.2%,68.5%,43.3%,60.2%,37.9%,48.8%,0.95
vs Righties,15,4,11,26.7%,12-25,32.4%,159-199,44.4%,3-4,42.9%,14,75.3%,16.4%,5.8%,2.0%,67.4%,68.0%,45.4%,60.6%,35.2%,47.7%,0.89
vs Lefties,3,1,2,33.3%,3-4,42.9%,33-32,50.8%,0-0,-,3,78.1%,24.2%,8.9%,1.0%,67.0%,78.1%,39.7%,65.4%,38.6%,51.7%,1.12
vs Top 10,2,0,2,0.0%,1-5,16.7%,19-34,35.8%,0-0,-,2,69.2%,3.7%,4.2%,0.6%,73.1%,59.8%,53.3%,58.1%,24.5%,42.4%,0.58
