Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Roland Garros Q3,W vs Faria,0.0%,-,5.6%,100.0%,24.1%,13.3%,0.0%,16.7%,60.0%,0.7%,100.0%,90,61
2020 Sao Paulo CH F,W vs Ferreira Silva,0.0%,-,8.4%,90.9%,19.8%,26.7%,0.0%,5.3%,0.0%,0.0%,-,89,71
Career (2 matches),,0.0%,-,7.1%,94.1%,21.2%,22.2%,0.0%,10.1%,46.2%,0.3%,100.0%,90,67
