Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,7,1,6,14.3%,3-12,20.0%,57-86,39.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (6x)
2023,4,2,2,50.0%,4-4,50.0%,39-33,54.2%,0-0,-,0,,,,,,,,,,,,R16 (W15 Banja Luka)
2022,5,0,5,0.0%,2-9,18.2%,34-66,34.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (5x)
2021,7,2,5,28.6%,5-10,33.3%,59-81,42.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2020,13,6,7,46.2%,13-16,44.8%,130-143,47.6%,0-1,0.0%,0,,,,,,,,,,,,QF (W15 Antalya)
2019,22,8,14,36.4%,21-26,44.7%,198-223,47.0%,3-1,75.0%,0,,,,,,,,,,,,QF (W15 Antalya)
2018,54,33,21,61.1%,69-56,55.2%,595-537,52.6%,6-5,54.5%,0,,,,,,,,,,,,F (Sajur $15K)
2017,39,18,21,46.2%,41-48,46.1%,394-434,47.6%,3-6,33.3%,0,,,,,,,,,,,,SF (Istanbul $15K)
2016,68,48,20,70.6%,99-48,67.3%,761-556,57.8%,11-4,73.3%,0,,,,,,,,,,,,W (3x)
2015,67,41,26,61.2%,95-60,61.3%,760-588,56.4%,3-2,60.0%,0,,,,,,,,,,,,W (Istanbul $10K)
2014,65,39,26,60.0%,82-63,56.6%,673-581,53.7%,4-4,50.0%,0,,,,,,,,,,,,W (Konya 10K)
2013,72,45,27,62.5%,96-62,60.8%,784-646,54.8%,10-8,55.6%,0,,,,,,,,,,,,W (2x)
2012,53,29,24,54.7%,63-56,52.9%,575-536,51.8%,9-4,69.2%,0,,,,,,,,,,,,W (Istanbul 10K)
2011,50,30,20,60.0%,62-45,57.9%,515-446,53.6%,6-1,85.7%,0,,,,,,,,,,,,W (Gaziantep 10K)
2010,14,3,11,21.4%,8-24,25.0%,128-167,43.4%,1-1,50.0%,0,,,,,,,,,,,,R16 (3x)
2009,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2008,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2007,2,0,2,0.0%,0-4,0.0%,5-24,17.2%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,546,305,241,55.9%,663-551,54.6%,5726-5195,52.4%,57-39,59.4%,0,,,,,,,,,,,,
