Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,6,9,40.0%,7,4,3,57.1%,2017,2024,R32,15,0.89,6.7%,5.4%,64.2%,65.3%,43.2%,57.4%,37.8%,50.7%,43.1%
Roland Garros,7,Clay,11,4,7,36.4%,5,1,4,20.0%,2017,2025,R128,9,0.91,3.5%,4.4%,70.2%,68.0%,42.2%,60.3%,36.0%,65.0%,27.1%
Wimbledon,5,Grass,13,6,7,46.2%,9,5,4,55.6%,2017,2023,R64,9,1.06,9.1%,4.2%,66.3%,75.4%,50.5%,67.0%,34.9%,62.5%,33.3%
US Open,9,Hard,14,5,9,35.7%,6,2,4,33.3%,2015,2023,R32,10,0.89,7.4%,3.8%,66.6%,70.9%,45.5%,62.4%,33.6%,50.6%,45.5%
Delray Beach,3,Hard,8,5,3,62.5%,5,4,1,80.0%,2023,2026,QF,8,1.07,6.2%,4.7%,66.3%,68.3%,51.5%,62.6%,40.2%,64.6%,42.6%
Houston,5,Clay,10,4,6,40.0%,4,1,3,25.0%,2016,2025,QF,9,1.01,7.2%,5.3%,68.6%,65.7%,45.2%,59.3%,41.1%,52.1%,35.9%
Miami Masters,8,Hard,12,4,8,33.3%,6,3,3,50.0%,2015,2025,R32,12,0.81,5.8%,7.7%,65.5%,68.0%,41.6%,58.9%,33.4%,59.0%,38.7%
Indian Wells Masters,5,Hard,6,1,5,16.7%,1,0,1,0.0%,2017,2025,Q2,6,0.88,8.3%,7.6%,59.9%,65.8%,44.6%,57.3%,37.7%,57.4%,36.6%
Dallas,3,Hard,7,4,3,57.1%,2,2,0,100.0%,2023,2025,R16,7,1.01,9.2%,3.1%,64.2%,66.3%,53.7%,61.8%,38.4%,54.3%,55.3%
Acapulco,3,Hard,6,3,3,50.0%,1,1,0,100.0%,2018,2024,R16,6,1.05,5.2%,7.3%,63.3%,69.4%,43.0%,59.7%,42.3%,68.3%,50.0%
