Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),351,136,166,1614,155,1581,193,1517,,,,,,
2025,287,184,196,1573,175,1544,208,1497,,,,,,
2024,317,158,142,1637,133,1595,150,1572,,,,,,
2023,105,615,93,1701,85,1666,140,1573,105,1566,,,,
2022,113,507,149,1625,125,1601,170,1539,142,1503,,,,
2021,239,263,152,1610,139,1575,180,1515,,,,,,
2020,174,368,112,1652,99,1609,134,1551,,,445,95,,
2019,218,227,143,1622,126,1604,196,1484,147,1502,422,95,,
2018,103,563,98,1691,86,1666,146,1545,101,1563,476,40,,
2017,175,299,166,1583,144,1570,276,1375,209,1403,1184,17,,
2016,197,278,101,1689,87,1666,,,134,1517,,,,
2015,455,88,,,,,,,,,,,,
2014,659,38,,,,,,,,,573,90,,
