Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Dallas R16,L vs Ruud,80% (4/5),50% (1/2),0/0,0/0,50% (4/8),1/3,0/1,- (0/0),- (0/0)
2023 US Open R32,L vs Draper,59% (13/22),33% (2/6),1/1,0/0,44% (4/9),3/6,0/1,- (0/0),- (0/0)
2023 US Open R128,W vs Khachanov,60% (12/20),60% (6/10),3/4,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2023 Washington R32,W vs Hurkacz,63% (15/24),25% (3/12),2/4,1/2,86% (6/7),3/4,3/3,64% (7/11),36% (4/11)
2023 Wimbledon R64,L vs Marterer,71% (15/21),0% (0/4),0/0,0/0,67% (4/6),0/3,0/1,67% (4/6),17% (1/6)
2023 Wimbledon R128,W vs Auger Aliassime,75% (21/28),60% (3/5),3/3,1/1,60% (3/5),3/4,0/0,76% (13/17),31% (5/16)
2022 Fairfield CH F,W vs Diallo,88% (7/8),71% (5/7),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2021 Australian Open R64,L vs Nadal,78% (7/9),- (0/0),0/0,0/0,55% (6/11),1/4,1/2,- (0/0),- (0/0)
2021 Australian Open R128,W vs Troicki,65% (22/34),55% (6/11),3/5,1/2,54% (7/13),0/2,0/0,53% (8/15),60% (9/15)
2020 Roland Garros R128,L vs Herbert,64% (7/11),11% (1/9),0/0,0/0,45% (5/11),5/8,0/1,- (0/0),- (0/0)
2020 US Open R64,L vs Struff,69% (9/13),0% (0/1),0/1,0/0,44% (4/9),0/3,0/1,- (0/0),- (0/0)
2020 US Open R128,W vs Sousa,60% (15/25),60% (6/10),3/6,1/2,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2020 Australian Open R64,L vs Bautista Agut,52% (13/25),50% (1/2),1/1,0/0,65% (11/17),1/4,0/1,- (0/0),- (0/0)
2020 Australian Open R128,W vs Andujar,46% (11/24),54% (7/13),3/7,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 Gatineau CH R16,L vs Janvier,52% (12/23),67% (4/6),1/1,0/0,50% (5/10),1/3,1/2,- (0/0),- (0/0)
2019 Winnetka CH R32,L vs Smith,50% (6/12),50% (3/6),0/0,0/0,60% (6/10),1/3,1/2,- (0/0),- (0/0)
2019 Little Rock CH R32,L vs Shane,56% (10/18),31% (4/13),1/1,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 Australian Open R128,L vs Albot,53% (10/19),38% (5/13),1/2,0/0,53% (9/17),3/6,0/1,- (0/0),- (0/0)
2019 Pune R16,L vs Darcis,60% (12/20),11% (2/18),1/5,0/2,79% (11/14),0/2,0/1,60% (3/5),17% (1/6)
2018 Knoxville CH R16,W vs Ymer,69% (9/13),33% (3/9),2/5,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 (1 matches),,80.0%,50.0%,-,-,50.0%,33.3%,0.0%,-,-
2023 (5 matches),,66.1%,37.8%,75.0%,75.0%,63.3%,52.9%,60.0%,70.6%,30.3%
2022 (1 matches),,87.5%,71.4%,66.7%,50.0%,66.7%,-,-,-,-
2021 (2 matches),,67.4%,54.5%,60.0%,50.0%,54.2%,16.7%,50.0%,53.3%,60.0%
2020 (5 matches),,56.1%,42.9%,46.7%,66.7%,55.8%,37.5%,0.0%,-,-
Career (181 matches),,63.3%,43.1%,57.9%,63.3%,57.2%,41.8%,36.7%,63.8%,36.1%
