Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,64,29,35,45.3%,79-92,46.2%,804-862,48.3%,15-11,57.7%,64,75.4%,20.9%,7.5%,4.7%,65.7%,68.9%,46.8%,61.3%,35.9%,48.9%,0.93
Clay,10,3,7,30.0%,7-14,33.3%,91-113,44.6%,1-2,33.3%,9,69.3%,20.8%,4.9%,3.6%,70.3%,63.9%,43.2%,57.8%,37.4%,47.4%,0.89
Grass,4,1,3,25.0%,5-9,35.7%,68-82,45.3%,2-3,40.0%,4,82.4%,9.2%,8.4%,4.0%,67.0%,75.4%,50.0%,67.0%,28.9%,48.1%,0.88
Grand Slams,22,8,14,36.4%,30-51,37.0%,355-434,45.0%,7-7,50.0%,22,73.8%,16.2%,7.1%,4.2%,66.2%,68.2%,45.6%,60.6%,33.5%,47.4%,0.85
Masters,7,2,5,28.6%,5-12,29.4%,72-93,43.6%,1-2,33.3%,7,66.7%,21.0%,4.3%,7.9%,65.2%,66.9%,37.8%,56.8%,34.0%,46.2%,0.79
Other Tours,49,23,26,46.9%,56-52,51.9%,536-530,50.3%,10-7,58.8%,48,77.7%,22.7%,7.8%,4.2%,66.4%,69.5%,49.0%,62.6%,37.3%,49.9%,1.00
Best of 5,22,8,14,36.4%,30-51,37.0%,355-434,45.0%,7-7,50.0%,22,73.8%,16.2%,7.1%,4.2%,66.2%,68.2%,45.6%,60.6%,33.5%,47.4%,0.85
Best of 3,56,25,31,44.6%,61-64,48.8%,608-623,49.4%,11-9,55.0%,55,76.2%,22.5%,7.4%,4.7%,66.3%,69.1%,47.4%,61.8%,36.9%,49.4%,0.97
Quarter-finals,7,0,7,0.0%,1-10,9.1%,38-64,37.3%,0-1,0.0%,6,62.7%,13.5%,5.3%,8.1%,64.5%,65.2%,40.4%,56.4%,32.3%,44.2%,0.74
vs Righties,65,27,38,41.5%,74-95,43.8%,787-870,47.5%,18-14,56.3%,64,73.9%,21.0%,6.8%,4.6%,66.0%,67.7%,46.6%,60.5%,36.3%,48.6%,0.92
vs Lefties,12,6,6,50.0%,16-18,47.1%,161-170,48.6%,0-2,0.0%,12,83.5%,14.4%,10.2%,4.2%,66.3%,75.1%,47.7%,65.9%,30.9%,49.2%,0.91
vs Top 10,6,0,6,0.0%,1-15,6.3%,45-96,31.9%,0-1,0.0%,6,60.3%,4.2%,8.3%,6.8%,67.0%,63.1%,32.9%,53.1%,26.3%,40.8%,0.56
