Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,2,1,66.7%,4-1,80.0%,30-27,52.6%,2-0,100.0%,3,85.7%,14.3%,12.6%,3.7%,66.0%,77.0%,47.7%,67.0%,32.4%,50.1%,0.98,QF (Hong Kong)
2025,5,2,3,40.0%,5-5,50.0%,50-53,48.5%,2-1,66.7%,5,62.7%,30.8%,9.1%,3.8%,66.7%,60.1%,43.9%,54.7%,41.4%,48.0%,0.91,R16 (2x)
2024,9,5,4,55.6%,10-7,58.8%,88-81,52.1%,1-1,50.0%,9,83.3%,21.4%,9.3%,4.0%,68.6%,73.2%,48.8%,65.5%,35.5%,50.9%,1.03,QF (2x)
2023,23,13,10,56.5%,36-33,52.2%,341-337,50.3%,8-5,61.5%,23,79.6%,21.1%,8.2%,4.5%,64.7%,70.8%,48.6%,63.0%,36.4%,49.8%,0.98,QF (Delray Beach)
2022,5,1,4,20.0%,4-7,36.4%,54-56,49.1%,0-1,0.0%,4,72.7%,25.9%,3.9%,3.7%,72.2%,64.7%,45.3%,59.3%,39.5%,49.3%,0.97,QF (Houston)
2021,5,1,4,20.0%,4-11,26.7%,62-88,41.3%,2-1,66.7%,5,71.6%,11.0%,6.8%,4.5%,65.2%,65.6%,43.2%,57.8%,31.6%,45.5%,0.75,R32 (Singapore)
2020,6,2,4,33.3%,7-12,36.8%,80-96,45.5%,0-1,0.0%,6,70.5%,19.5%,7.0%,2.5%,71.4%,65.8%,45.4%,59.9%,34.3%,47.6%,0.86,R32 (Auckland)
2019,1,0,1,0.0%,1-3,25.0%,15-21,41.7%,0-0,-,1,55.6%,27.8%,3.3%,9.8%,56.9%,61.4%,39.6%,52.0%,41.6%,46.8%,0.87,R128 (Australian Open)
2018,14,7,7,50.0%,19-20,48.7%,184-196,48.4%,3-3,50.0%,14,76.5%,20.1%,5.6%,5.3%,65.7%,70.8%,46.3%,62.4%,34.7%,49.0%,0.92,QF (2x)
2017,4,0,4,0.0%,1-9,10.0%,31-58,34.8%,0-1,0.0%,4,59.5%,13.0%,7.6%,5.3%,64.3%,62.7%,46.8%,57.0%,32.7%,44.0%,0.76,R32 (2x)
2016,3,0,3,0.0%,0-7,0.0%,28-44,38.9%,0-2,0.0%,3,70.6%,11.1%,4.8%,6.6%,64.5%,67.3%,45.7%,59.6%,30.8%,44.9%,0.76,R32 (Memphis)
Career,78,33,45,42.3%,91-115,44.2%,963-1057,47.7%,18-16,52.9%,77,75.3%,20.0%,7.3%,4.5%,66.3%,68.8%,46.7%,61.3%,35.6%,48.6%,0.92,
