Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Tennys Sandgren [USA],5,4,55.6%,3,3,0,100.0%,2016,2023,7,1.03,7.8%,4.3%,64.8%,71.9%,45.9%,62.8%,38.3%,58.1%,43.2%
8,Darian King [BAR],5,3,62.5%,1,0,1,0.0%,2016,2023,8,1.05,5.5%,5.9%,64.0%,66.6%,44.3%,58.5%,43.5%,57.6%,46.9%
7,Christopher Eubanks [USA],5,2,71.4%,3,1,2,33.3%,2017,2022,7,0.95,5.1%,5.4%,69.7%,72.5%,48.1%,65.1%,33.1%,66.7%,56.3%
6,Tommy Paul [USA],4,2,66.7%,4,2,2,50.0%,2016,2023,6,1.03,4.3%,6.7%,68.9%,67.1%,46.8%,60.8%,40.5%,39.4%,45.3%
6,Denis Kudla [USA],2,4,33.3%,1,0,1,0.0%,2017,2022,6,1.00,10.5%,5.6%,64.8%,65.7%,50.3%,60.3%,39.7%,53.7%,43.9%
6,Mikael Torpegaard [DEN],4,2,66.7%,4,0,4,0.0%,2018,2022,6,1.20,6.5%,5.7%,65.4%,75.0%,52.8%,67.3%,39.3%,63.6%,41.7%
6,Noah Rubin [USA],4,2,66.7%,2,2,0,100.0%,2016,2021,5,1.09,5.9%,5.9%,66.1%,72.3%,42.9%,62.3%,41.2%,60.0%,41.7%
5,Stefan Kozlov [USA],5,0,100.0%,0,0,0,-,2016,2026,4,1.38,3.8%,5.7%,63.7%,70.7%,45.3%,61.5%,53.2%,71.4%,52.6%
5,Marcos Giron [USA],3,2,60.0%,1,1,0,100.0%,2017,2026,5,0.96,3.1%,5.6%,64.5%,64.6%,42.6%,56.8%,41.7%,66.7%,55.6%
5,Aleksandar Kovacevic [USA],5,0,100.0%,3,3,0,100.0%,2019,2023,5,1.26,6.1%,4.4%,72.0%,73.1%,59.4%,69.3%,38.8%,80.0%,39.4%
5,Evan King [USA],4,1,80.0%,1,1,0,100.0%,2014,2018,2,1.16,4.8%,6.6%,72.5%,71.1%,50.0%,65.3%,40.1%,57.1%,42.1%
4,Jordan Thompson [AUS],2,2,50.0%,2,1,1,50.0%,2018,2025,4,1.04,4.7%,3.4%,65.9%,69.9%,45.6%,61.6%,39.8%,52.6%,37.0%
4,Bradley Klahn [USA],2,2,50.0%,2,2,0,100.0%,2017,2023,4,1.00,5.1%,5.4%,68.1%,72.8%,56.1%,67.5%,32.4%,73.9%,44.4%
4,J J Wolf [USA],0,4,0.0%,1,0,1,0.0%,2019,2023,4,0.66,11.5%,6.3%,61.8%,63.3%,36.2%,53.0%,31.2%,66.7%,16.7%
4,Mackenzie Mcdonald [USA],2,2,50.0%,2,2,0,100.0%,2017,2023,4,0.96,6.0%,9.1%,61.1%,65.9%,38.8%,55.4%,42.6%,50.0%,40.6%
