Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Madrid R64,L vs Fritz,6.3%,33.3%,8.7%,66.7%,7.0%,0.0%,0.0%,17.1%,60.0%,3.0%,40.0%,-19,-46
2025 Dubai R16,L vs Berrettini,5.7%,25.0%,8.7%,27.3%,8.4%,0.0%,0.0%,5.6%,14.3%,0.6%,0.0%,-6,-67
2025 Australian Open R128,L vs Paul,3.6%,50.0%,11.6%,60.5%,13.8%,11.1%,16.7%,9.3%,22.2%,0.7%,50.0%,-53,-52
2024 Chengdu R16,L vs Musetti,13.5%,76.9%,18.1%,81.6%,11.7%,21.2%,27.3%,10.0%,14.3%,1.1%,33.3%,40,26
2024 US Open R32,L vs Sinner,8.0%,50.0%,18.1%,63.0%,15.2%,10.5%,33.3%,4.3%,11.1%,0.9%,0.0%,-51,-52
2024 Miami R16,L vs Sinner,9.1%,66.7%,12.8%,50.0%,9.6%,6.7%,0.0%,2.0%,0.0%,0.8%,50.0%,13,5
2024 Dubai R16,L vs Hurkacz,8.5%,60.0%,10.6%,64.3%,23.6%,30.0%,0.0%,17.9%,20.0%,0.7%,100.0%,83,78
2024 Australian Open R128,W vs Garin,3.9%,66.7%,10.6%,70.6%,12.7%,16.7%,5.0%,5.5%,7.1%,2.0%,60.0%,-27,-12
2023 US Open R64,L vs Medvedev,19.4%,48.0%,21.2%,60.8%,6.7%,12.0%,7.7%,16.0%,27.3%,1.1%,0.0%,-59,-67
2023 Stuttgart QF,L vs Hurkacz,14.7%,70.0%,17.5%,81.8%,14.9%,26.1%,50.0%,21.1%,33.3%,0.7%,0.0%,116,58
2023 Stuttgart R32,W vs Altmaier,14.3%,80.0%,13.4%,81.8%,24.3%,16.7%,50.0%,50.0%,100.0%,0.0%,-,57,108
2023 Munich SF,L vs Rune,4.7%,100.0%,8.3%,88.9%,12.7%,0.0%,100.0%,4.4%,0.0%,2.3%,50.0%,-61,-47
2023 Munich QF,W vs Cobolli,4.0%,75.0%,12.2%,76.0%,16.5%,20.0%,0.0%,8.2%,14.3%,1.3%,0.0%,-16,-16
2023 Marrakech R16,W vs Van De Zandschulp,1.9%,0.0%,12.7%,61.5%,9.7%,10.5%,5.9%,17.1%,33.3%,3.7%,33.3%,-45,-5
2023 Doha QF,L vs Medvedev,44.6%,78.8%,25.0%,75.0%,4.7%,11.5%,0.0%,8.3%,14.3%,3.2%,22.2%,-8,1
2022 Australian Open R128,W vs Schwartzman,4.3%,40.0%,10.5%,72.0%,12.9%,19.7%,6.3%,9.8%,28.0%,0.7%,50.0%,-13,-10
2020 Australian Open R128,L vs Rublev,0.0%,-,6.0%,71.4%,21.0%,20.0%,35.7%,7.9%,31.6%,0.5%,0.0%,23,17
2015 Canberra CH R32,L vs Fanselow,0.0%,-,3.4%,33.3%,15.9%,16.7%,0.0%,12.0%,50.0%,0.0%,-,20,16
Career (18 matches),,8.6%,63.0%,13.0%,68.0%,12.7%,14.3%,14.0%,9.5%,23.1%,1.4%,32.9%,-13,-13
