Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Madrid R64,L vs Fritz,4.0,3.6,4.3,39.0%,42.9%,45.5%,66.7%,43.1%,46.3%,-3.5,-6.6,1.5,2.9
2025 Dubai R16,L vs Berrettini,3.7,4.0,3.4,46.2%,18.5%,46.2%,37.5%,57.3%,47.4%,-7.0,-7.2,-2.5,-6.3
2025 Australian Open R128,L vs Paul,4.3,4.5,4.0,49.5%,36.6%,64.5%,36.7%,49.6%,50.2%,14.5,5.5,-9.5,-7.2
2024 Chengdu R16,L vs Musetti,3.6,3.5,3.6,47.4%,58.7%,50.0%,46.7%,50.0%,68.6%,-1.0,-0.7,-1.0,-2.3
2024 US Open R32,L vs Sinner,4.1,4.3,3.9,36.6%,41.7%,40.0%,36.4%,47.0%,60.7%,2.0,1.9,-0.5,-1.0
2024 Miami R16,L vs Sinner,4.7,4.7,4.6,45.3%,40.6%,46.7%,28.6%,45.3%,56.3%,-4.0,-3.6,-13.0,-22.4
2024 Dubai R16,L vs Hurkacz,3.1,3.7,2.4,44.9%,50.0%,62.5%,33.3%,48.6%,46.7%,6.0,9.2,3.0,7.7
2024 Australian Open R128,W vs Garin,4.0,3.7,4.2,56.4%,53.9%,34.5%,33.3%,54.9%,38.9%,4.0,1.5,-8.5,-6.3
2023 US Open R64,L vs Medvedev,5.4,5.4,5.3,49.6%,27.9%,43.2%,42.9%,57.6%,73.9%,-11.5,-4.1,5.0,9.6
2023 Stuttgart QF,L vs Hurkacz,3.3,3.6,2.8,42.0%,45.8%,55.6%,60.0%,57.3%,68.8%,5.0,6.0,-4.0,-21.1
2023 Stuttgart R32,W vs Altmaier,2.9,2.5,3.3,63.3%,75.0%,50.0%,75.0%,53.3%,71.4%,10.0,21.3,1.5,13.6
2023 Munich SF,L vs Rune,4.0,4.1,4.0,41.4%,50.0%,45.5%,38.5%,46.8%,35.9%,-1.0,-1.3,1.5,2.6
2023 Munich QF,W vs Cobolli,3.8,4.2,3.4,50.9%,49.2%,55.6%,40.0%,52.0%,35.4%,15.5,10.8,-1.5,-1.6
2023 Marrakech R16,W vs Van De Zandschulp,4.0,3.8,4.2,54.9%,53.5%,54.5%,47.1%,61.2%,51.2%,3.0,1.6,10.5,18.8
2023 Doha QF,L vs Medvedev,4.4,4.0,4.8,55.9%,31.3%,38.5%,27.3%,43.1%,76.4%,-9.5,-8.5,-7.5,-20.8
2022 Australian Open R128,W vs Schwartzman,5.2,5.2,5.1,54.0%,55.2%,41.4%,55.3%,57.0%,57.4%,13.0,4.4,1.0,1.1
2020 Australian Open R128,L vs Rublev,4.1,4.0,4.2,51.8%,49.0%,46.2%,42.1%,51.0%,33.0%,24.0,13.0,0.0,0.0
2015 Canberra CH R32,L vs Fanselow,3.2,3.4,2.9,34.0%,31.8%,44.4%,33.3%,51.4%,39.2%,-2.0,-4.0,1.5,4.8
Career (18 matches),,4.1,4.1,4.1,49.1%,45.4%,47.3%,41.8%,52.3%,53.2%,3.2,2.2,-1.3,-2.0
