Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Madrid R64,L vs Fritz,74.1%,45.0%,1.9%,0/1,2.19,5.3%,61.3%,21.1%,0.0%,2.00,11.8%,91.3%,66.7%,4.3%,2.31,0.0%
2025 Dubai R16,L vs Berrettini,55.8%,24.1%,3.8%,2/0,2.04,28.3%,40.0%,28.6%,2.9%,2.00,44.1%,88.2%,20.0%,5.9%,2.11,0.0%
2025 Australian Open R128,L vs Paul,69.8%,42.3%,5.4%,5/3,2.24,17.6%,62.6%,31.6%,2.2%,2.15,30.0%,85.5%,55.3%,10.9%,2.36,0.0%
2024 Chengdu R16,L vs Musetti,66.4%,46.5%,2.8%,0/3,2.27,27.9%,63.0%,39.2%,2.5%,2.17,48.7%,83.3%,65.0%,4.2%,2.40,0.0%
2024 US Open R32,L vs Sinner,60.9%,33.3%,13.0%,4/5,1.79,6.3%,51.1%,34.8%,11.1%,1.70,12.1%,86.4%,31.6%,18.2%,1.88,0.0%
2024 Miami R16,L vs Sinner,75.9%,29.3%,0.0%,0/0,1.90,5.8%,75.8%,32.0%,0.0%,1.78,12.5%,84.2%,25.0%,0.0%,2.00,0.0%
2024 Dubai R16,L vs Hurkacz,50.8%,40.6%,1.6%,1/0,2.49,11.4%,29.7%,36.4%,2.7%,2.38,23.8%,80.8%,42.9%,0.0%,2.57,0.0%
2024 Australian Open R128,W vs Garin,67.6%,51.0%,7.4%,6/5,2.22,0.0%,66.7%,48.2%,1.2%,2.24,0.0%,81.5%,54.5%,18.5%,2.21,0.0%
2023 US Open R64,L vs Medvedev,59.6%,36.9%,7.3%,3/5,2.28,2.8%,54.2%,34.4%,10.2%,2.36,4.8%,82.5%,39.4%,5.0%,2.20,0.0%
2023 Stuttgart QF,L vs Hurkacz,49.1%,46.2%,9.4%,4/1,2.34,12.7%,32.4%,27.3%,5.9%,2.26,28.0%,78.9%,60.0%,15.8%,2.40,0.0%
2023 Stuttgart R32,W vs Altmaier,67.4%,69.0%,2.3%,0/1,2.67,73.7%,73.3%,68.2%,3.3%,2.75,85.7%,63.6%,71.4%,0.0%,2.63,66.7%
2023 Munich SF,L vs Rune,67.2%,41.9%,3.1%,2/0,2.38,3.3%,61.9%,30.8%,4.8%,2.19,7.7%,89.5%,58.8%,0.0%,2.53,0.0%
2023 Munich QF,W vs Cobolli,74.3%,46.7%,5.9%,3/3,2.39,6.3%,71.4%,42.5%,7.1%,2.50,10.9%,87.5%,51.4%,5.0%,2.24,0.0%
2023 Marrakech R16,W vs Van De Zandschulp,71.3%,62.7%,6.4%,4/2,2.37,4.2%,72.9%,67.4%,5.1%,2.40,7.3%,80.0%,54.2%,10.0%,2.32,0.0%
2023 Doha QF,L vs Medvedev,72.3%,35.0%,2.4%,1/1,2.04,7.4%,65.4%,35.3%,3.8%,2.00,12.9%,89.7%,34.6%,0.0%,2.08,0.0%
2022 Australian Open R128,W vs Schwartzman,72.4%,51.2%,3.4%,2/2,2.25,3.4%,71.4%,44.0%,2.9%,2.06,6.5%,87.2%,61.8%,5.1%,2.46,0.0%
2020 Australian Open R128,L vs Rublev,65.3%,45.5%,5.9%,3/3,2.04,13.7%,57.4%,42.9%,4.9%,1.98,25.0%,81.6%,48.4%,7.9%,2.12,0.0%
2015 Canberra CH R32,L vs Fanselow,53.8%,33.3%,17.9%,2/5,2.36,8.6%,52.2%,33.3%,8.7%,2.15,11.8%,75.0%,33.3%,41.7%,2.56,5.6%
Career (18 matches),,66.4%,44.6%,5.5%,51.2%,2.22,10.6%,60.8%,40.8%,4.2%,2.16,18.4%,83.9%,49.5%,8.3%,2.28,1.6%
