Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-Sep-2024,Guangzhou CH,Hard,F,87,196,(1) Oconnell d. Sho Shimabukuro [JPN],1-6 7-5 7-6(5),0.98,13.0%,4.3%,63.0%,74.1%,58.8%,2/4,2:31
04-Sep-2023,Shanghai CH,Hard,F,69,85,(1) Oconnell d. (2) Yosuke Watanuki [JPN],6-3 7-5,1.26,11.3%,0.0%,64.8%,69.6%,68.0%,4/4,1:43
31-Oct-2022,Yokohama CH,Hard,F,102,227,(1) Oconnell d. (7) Yosuke Watanuki [JPN],6-1 6-7(5) 6-3,1.20,7.1%,3.1%,63.3%,79.0%,44.4%,4/5,2:17
04-Jul-2022,Porto CH,Hard,F,108,179,Altug Celikbilek [TUR] d. (3) Oconnell,7-6(5) 3-1 RET,0.75,5.1%,5.1%,54.2%,59.4%,44.4%,1/4,1:23
18-Apr-2022,Split CH,Clay,F,147,211,(3) Oconnell d. Zsombor Piros [HUN],6-3 2-0 RET,1.94,18.8%,0.0%,71.9%,73.9%,77.8%,0/0,0:46
30-Aug-2021,St. Tropez CH,Hard,F,126,94,(1) Benjamin Bonzi [FRA] d. (2) Oconnell,6-7(10) 6-1 0-0 RET,0.69,9.3%,3.5%,59.3%,70.6%,42.9%,8/11,1:41
04-Nov-2019,Knoxville CH,Hard,F,140,294,Michael Mmoh [USA] d. (8) Oconnell,6-4 6-4,0.97,5.1%,3.4%,67.8%,65.0%,42.1%,2/6,1:32
07-Oct-2019,Fairfield CH,Hard,F,192,99,(12) Oconnell d. (1) Steve Johnson [USA],6-4 6-4,2.53,26.0%,4.0%,64.0%,93.8%,66.7%,0/0,1:10
16-Sep-2019,Sibiu CH,Clay,F,223,259,Danilo Petrovic [SRB] d. (14) Oconnell,6-4 6-2,,,,,,,,
12-Aug-2019,Cordenons CH,Clay,F,313,375,(ITF) Oconnell d. Jeremy Jahn [GER],7-5 6-2,1.44,0.0%,0.0%,78.9%,71.1%,50.0%,1/3,1:29
