Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,8,11,42.1%,20-24,45.5%,211-223,48.6%,3-3,50.0%,18,80.6%,17.5%,10.4%,2.0%,58.0%,71.2%,49.7%,62.2%,34.6%,48.7%,0.92
Clay,9,3,6,33.3%,6-12,33.3%,82-99,45.3%,1-3,25.0%,8,75.0%,16.9%,5.8%,2.8%,59.3%,67.0%,48.4%,59.4%,35.0%,47.5%,0.86
Grass,3,0,3,0.0%,0-7,0.0%,20-42,32.3%,0-0,-,3,61.3%,3.2%,4.1%,2.3%,58.1%,66.7%,40.9%,55.9%,27.2%,42.6%,0.62
Grand Slams,4,0,4,0.0%,2-12,14.3%,58-85,40.6%,1-2,33.3%,4,72.5%,9.9%,8.2%,2.9%,58.8%,69.8%,43.1%,58.8%,29.2%,45.2%,0.71
Masters,10,4,6,40.0%,8-11,42.1%,84-90,48.3%,0-1,0.0%,9,77.6%,20.5%,7.5%,2.4%,56.3%,70.1%,49.0%,60.9%,35.4%,48.7%,0.91
Other Tours,17,7,10,41.2%,16-20,44.4%,171-189,47.5%,3-3,50.0%,16,79.0%,16.3%,9.2%,2.0%,59.2%,69.4%,50.4%,61.6%,35.2%,48.4%,0.92
Best of 5,4,0,4,0.0%,2-12,14.3%,58-85,40.6%,1-2,33.3%,4,72.5%,9.9%,8.2%,2.9%,58.8%,69.8%,43.1%,58.8%,29.2%,45.2%,0.71
Best of 3,27,11,16,40.7%,24-31,43.6%,255-279,47.8%,3-4,42.9%,25,78.5%,17.7%,8.6%,2.1%,58.3%,69.6%,49.9%,61.4%,35.3%,48.5%,0.91
Quarter-finals,3,0,3,0.0%,1-6,14.3%,22-41,34.9%,0-0,-,3,61.3%,9.4%,10.0%,0.5%,61.2%,62.6%,39.7%,53.7%,30.7%,42.6%,0.66
vs Righties,23,10,13,43.5%,23-27,46.0%,245-251,49.4%,3-5,37.5%,21,81.4%,18.3%,8.8%,2.4%,58.7%,72.3%,49.3%,62.8%,35.0%,49.3%,0.94
vs Lefties,8,1,7,12.5%,3-16,15.8%,68-113,37.6%,1-1,50.0%,8,65.9%,9.9%,7.7%,2.0%,57.6%,62.5%,46.3%,55.6%,31.6%,43.9%,0.71
vs Top 10,4,0,4,0.0%,0-7,0.0%,23-42,35.4%,0-0,-,3,71.0%,2.9%,6.6%,2.0%,61.9%,73.8%,41.3%,61.4%,25.6%,43.6%,0.66
