Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Sinner,104.6,115.8,7.8,118.5,111.5,127,102,88.3,6.8,94.0,92.0,103,75
2024 US Open R64,W vs Bellucci,101.2,112.1,7.3,114.2,110.4,125,96,88.2,5.8,105.0,87.7,105,75
2024 US Open R128,W vs Jarry,100.1,110.8,7.0,113.1,109.4,124,89,88.6,5.4,93.0,91.3,101,74
2024 Wimbledon R128,L vs Fritz,103.0,107.9,7.1,111.0,104.6,120,88,93.8,3.5,98.7,90.0,100,87
2023 US Open R64,L vs Medvedev,97.8,108.0,11.2,113.9,104.2,128,66,81.4,6.9,87.0,79.8,95,65
2023 US Open R128,W vs Purcell,101.1,110.3,8.3,114.2,105.0,126,80,85.1,6.6,90.7,84.8,101,74
2023 Wimbledon R32,L vs Eubanks,102.3,106.4,5.2,109.4,104.0,127,97,89.9,6.7,96.6,85.3,104,78
2022 US Open R128,L vs Duckworth,103.1,109.0,8.4,113.8,103.0,125,90,90.8,6.3,97.3,99.0,108,76
2021 Wimbledon R128,L vs Monfils,103.2,109.8,7.3,112.8,105.4,123,94,90.2,4.9,90.7,88.5,100,79
2020 US Open R64,L vs Medvedev,99.3,105.8,8.4,107.9,103.8,122,66,85.8,4.0,87.6,81.0,93,75
2017 Australian Open R128,L vs Dimitrov,102.0,112.9,6.5,117.0,108.7,123,90,86.5,5.3,92.1,,97,74
Career (11 matches),,101.5,109.6,7.7,112.9,105.8,128,66,87.8,5.7,92.7,85.7,108,65
