Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Madrid R64,L vs Fritz,20.0%,34.0%,42.1%,26.2%,26.1%,47.8%,58.8%,39.6%,23.1%,30.0%,0.0%,16.0%,24.0%,28.6%,33
2025 Dubai R16,L vs Berrettini,28.4%,37.8%,41.5%,31.1%,33.3%,41.2%,29.4%,37.3%,30.4%,46.4%,66.7%,17.4%,30.4%,63.2%,-79
2025 Australian Open R128,L vs Paul,23.0%,36.0%,47.1%,30.6%,29.8%,49.1%,52.5%,41.6%,44.6%,39.7%,70.0%,11.1%,12.7%,39.3%,-55
2024 Chengdu R16,L vs Musetti,30.1%,44.7%,54.9%,41.2%,40.0%,57.1%,64.3%,56.3%,40.0%,40.0%,66.7%,9.4%,18.8%,41.4%,-33
2024 US Open R32,L vs Sinner,16.3%,27.5%,44.4%,22.7%,26.7%,44.4%,42.4%,38.2%,32.0%,65.0%,100.0%,3.2%,6.5%,46.7%,-87
2024 Miami R16,L vs Sinner,23.9%,32.4%,41.5%,28.3%,37.5%,50.0%,44.0%,45.2%,52.4%,52.6%,50.0%,6.7%,10.0%,39.3%,-47
2024 Dubai R16,L vs Hurkacz,31.9%,53.6%,57.8%,41.6%,47.6%,73.8%,72.7%,63.6%,56.3%,61.5%,-,8.0%,24.0%,43.5%,-37
2024 Australian Open R128,W vs Garin,28.9%,38.7%,47.5%,35.4%,40.2%,54.6%,58.6%,51.8%,24.0%,61.7%,77.8%,15.5%,19.7%,36.7%,21
2023 US Open R64,L vs Medvedev,15.9%,29.5%,45.5%,21.7%,20.0%,36.3%,46.9%,29.6%,47.4%,47.6%,60.0%,9.8%,19.6%,43.5%,-50
2023 Stuttgart QF,L vs Hurkacz,21.9%,38.4%,50.0%,30.4%,33.3%,59.0%,61.5%,49.2%,65.0%,57.9%,100.0%,9.1%,15.2%,40.0%,-35
2023 Stuttgart R32,W vs Altmaier,48.7%,64.1%,65.0%,54.1%,65.2%,78.3%,75.0%,74.3%,36.4%,50.0%,-,25.0%,43.8%,58.3%,-79
2023 Munich SF,L vs Rune,27.3%,40.9%,43.3%,34.3%,38.1%,61.9%,46.2%,52.9%,63.6%,50.0%,-,19.0%,23.8%,41.2%,53
2023 Munich QF,W vs Cobolli,22.1%,34.6%,50.6%,28.8%,30.3%,43.9%,54.3%,40.8%,35.3%,50.0%,33.3%,8.3%,19.4%,45.5%,-31
2023 Marrakech R16,W vs Van De Zandschulp,27.3%,36.4%,45.2%,32.7%,35.4%,44.6%,47.6%,44.6%,41.7%,41.5%,33.3%,18.4%,28.9%,41.9%,53
2023 Doha QF,L vs Medvedev,29.9%,48.1%,50.0%,39.4%,41.5%,62.3%,51.6%,55.3%,55.2%,45.8%,50.0%,4.2%,16.7%,47.8%,-79
2022 Australian Open R128,W vs Schwartzman,24.6%,32.0%,51.7%,31.6%,34.7%,40.3%,61.7%,46.7%,58.6%,51.2%,60.0%,10.6%,21.3%,40.5%,-8
2020 Australian Open R128,L vs Rublev,26.9%,40.3%,51.6%,33.8%,38.8%,56.5%,57.7%,49.8%,41.5%,65.9%,50.0%,6.5%,13.0%,44.2%,-51
2015 Canberra CH R32,L vs Fanselow,18.8%,22.9%,31.4%,23.3%,32.0%,40.0%,29.4%,40.8%,9.1%,35.7%,25.0%,5.3%,5.3%,33.3%,-70
Career (18 matches),,25.2%,37.5%,47.9%,32.1%,35.0%,50.7%,52.8%,46.4%,41.9%,50.1%,58.5%,11.1%,18.7%,42.1%,-3
