Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,425,277,148,65.2%,667-408,62.0%,5679-4809,54.1%,89-72,55.3%,401,81.4%,26.4%,7.3%,4.4%,57.2%,74.2%,51.4%,64.4%,39.4%,51.8%,1.11
Clay,119,63,56,52.9%,179-157,53.3%,1660-1584,51.2%,22-19,53.7%,106,74.7%,28.3%,5.5%,3.7%,57.2%,70.2%,48.4%,60.9%,40.1%,50.7%,1.03
Grass,119,85,34,71.4%,240-136,63.8%,2086-1712,54.9%,40-44,47.6%,110,83.8%,24.5%,6.8%,4.9%,60.1%,76.2%,50.3%,65.8%,39.2%,52.2%,1.15
Carpet,112,75,37,67.0%,169-97,63.5%,1400-1184,54.2%,25-18,58.1%,100,84.4%,22.6%,10.7%,4.3%,56.3%,78.2%,51.3%,66.4%,37.7%,51.8%,1.12
Grand Slams,147,98,49,66.7%,331-216,60.5%,2922-2526,53.6%,48-36,57.1%,145,81.6%,25.4%,6.4%,4.4%,60.1%,74.3%,49.9%,64.6%,39.6%,51.9%,1.12
Masters,210,118,92,56.2%,279-216,56.4%,2492-2239,52.7%,29-32,47.5%,207,78.1%,27.1%,6.3%,4.5%,56.7%,72.5%,49.9%,62.7%,39.7%,51.2%,1.06
Other Tours,373,251,122,67.3%,550-319,63.3%,4639-3936,54.1%,87-75,53.7%,358,82.7%,25.5%,8.5%,4.4%,56.8%,75.5%,51.6%,65.2%,38.9%,51.9%,1.12
Best of 5,185,126,59,68.1%,421-258,62.0%,3640-3086,54.1%,61-45,57.5%,151,81.8%,25.2%,6.5%,4.4%,60.1%,74.6%,49.9%,64.7%,39.5%,51.9%,1.12
Best of 3,590,374,216,63.4%,834-540,60.7%,7185-6203,53.7%,115-108,51.6%,566,81.0%,26.1%,7.7%,4.4%,56.6%,74.4%,51.0%,64.3%,39.2%,51.7%,1.10
Finals,28,11,17,39.3%,34-38,47.2%,367-374,49.5%,6-11,35.3%,27,79.0%,20.7%,8.1%,4.4%,57.9%,72.1%,48.5%,62.1%,36.5%,49.4%,0.96
Semi-finals,60,28,32,46.7%,73-81,47.4%,738-769,49.0%,13-10,56.5%,59,79.3%,18.8%,7.9%,4.1%,57.6%,74.2%,49.1%,63.6%,35.5%,49.5%,0.97
Quarter-finals,97,59,38,60.8%,135-99,57.7%,1228-1109,52.5%,26-23,53.1%,94,80.1%,24.5%,7.6%,4.5%,56.5%,73.8%,49.7%,63.3%,38.9%,51.1%,1.06
vs Righties,652,409,243,62.7%,1032-695,59.8%,9040-7831,53.6%,135-128,51.3%,599,80.5%,26.0%,7.2%,4.4%,57.4%,74.0%,50.3%,63.9%,39.4%,51.5%,1.09
vs Lefties,122,90,32,73.8%,220-103,68.1%,1767-1454,54.9%,41-25,62.1%,118,84.8%,24.9%,8.0%,4.2%,58.8%,76.8%,52.8%,66.9%,38.7%,52.7%,1.17
vs Top 10,94,36,58,38.3%,96-145,39.8%,1122-1284,46.6%,23-27,46.0%,89,76.4%,17.0%,7.2%,4.7%,56.2%,73.1%,47.2%,61.8%,34.3%,48.3%,0.90
