Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2006 Tokyo F,L vs Federer,8,25,0.3,8.8%,27.5%,8,19,0.4,10.0%,23.8%,6.3%,3.8%,2.1,16.5%,7.7%
2006 Queen's Club SF,L vs Hewitt,33,27,1.2,21.9%,17.9%,29,25,1.2,21.2%,18.2%,15.3%,4.4%,1.1,9.9%,9.3%
2005 Miami Masters QF,L vs Federer,15,15,1.0,15.3%,15.3%,10,14,0.7,11.1%,15.6%,7.8%,3.3%,1.5,23.5%,15.3%
2004 Masters Cup RR,L vs Roddick,23,11,2.1,15.4%,7.4%,22,9,2.4,15.8%,6.5%,10.1%,5.0%,2.8,22.8%,8.1%
2004 US Open SF,L vs Federer,21,25,0.8,13.3%,15.8%,17,24,0.7,11.8%,16.7%,7.6%,4.2%,1.4,19.0%,13.9%
2004 Wimbledon R16,W vs Philippoussis,63,6,10.5,30.7%,2.9%,44,2,22.0,27.7%,1.3%,15.7%,11.3%,5.3,23.4%,4.4%
2004 Roland Garros SF,L vs Coria,43,37,1.2,18.7%,16.1%,41,32,1.3,18.7%,14.6%,11.0%,6.8%,1.0,10.4%,10.0%
2004 Indian Wells Masters F,L vs Federer,4,26,0.2,4.1%,26.8%,4,23,0.2,4.4%,25.3%,4.4%,0.0%,0.9,12.4%,13.4%
2004 Indian Wells Masters SF,W vs Labadze,12,8,1.5,13.8%,9.2%,7,6,1.2,9.5%,8.1%,8.1%,1.4%,0.3,6.9%,20.7%
2004 Rotterdam SF,L vs Hewitt,16,22,0.7,15.5%,21.4%,13,20,0.7,14.1%,21.7%,12.0%,2.2%,3.5,20.4%,5.8%
2003 Paris Masters F,W vs Pavel,49,22,2.2,24.4%,10.9%,41,18,2.3,22.9%,10.1%,16.8%,5.6%,2.9,17.4%,6.0%
2003 Paris Masters SF,W vs Roddick,29,30,1.0,16.3%,16.9%,24,26,0.9,15.1%,16.4%,10.1%,5.0%,1.3,13.5%,10.7%
2003 Paris Masters QF,W vs Federer,17,13,1.3,13.9%,10.7%,13,10,1.3,11.7%,9.0%,6.3%,3.6%,0.6,14.8%,25.4%
2002 Wimbledon SF,L vs Hewitt,24,32,0.8,13.9%,18.5%,22,31,0.7,13.4%,18.9%,7.3%,1.8%,3.9,24.9%,6.4%
2002 Queen's Club F,L vs Hewitt,25,38,0.7,14.0%,21.3%,21,36,0.6,12.7%,21.7%,6.6%,5.4%,3.1,17.4%,5.6%
2002 Monte Carlo Masters SF,L vs Moya,21,48,0.4,10.2%,23.4%,19,45,0.4,9.7%,23.1%,6.7%,3.1%,0.5,11.7%,21.5%
2002 Indian Wells Masters F,L vs Hewitt,7,30,0.2,7.0%,30.0%,6,30,0.2,6.5%,32.3%,2.2%,4.3%,0.6,14.0%,22.0%
2002 Indian Wells Masters SF,W vs Martin,23,14,1.6,19.5%,11.9%,22,12,1.8,19.5%,10.6%,9.7%,9.7%,1.0,12.7%,12.7%
2001 Basel F,W vs Federer,29,21,1.4,16.1%,11.7%,22,19,1.2,13.2%,11.4%,9.0%,4.2%,0.8,13.9%,16.7%
2001 Cincinnati Masters SF,L vs Kuerten,28,30,0.9,17.0%,18.2%,21,27,0.8,14.5%,18.6%,7.6%,6.9%,1.4,20.0%,14.5%
Career (42 matches),,1393,1200,1.2,17.0%,14.7%,1131,997,1.1,15.6%,13.8%,8.9%,5.8%,1.5,18.5%,12.4%
