Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2006 Tokyo F,L vs Federer,29.5%,39.3%,39.4%,34.6%,41.0%,53.8%,43.5%,49.0%,64.7%,59.1%,75.0%,16.7%,25.0%,30.0%,4
2006 Queens Club SF,L vs Hewitt,31.6%,51.3%,48.0%,42.2%,36.2%,68.1%,60.0%,53.4%,50.0%,60.0%,60.0%,25.9%,25.9%,30.0%,25
2005 Miami QF,L vs Federer,22.4%,36.7%,48.6%,26.7%,37.9%,48.3%,38.9%,45.2%,38.5%,43.8%,50.0%,0.0%,21.1%,57.9%,-118
2004 Masters Cup RR,L vs Roddick,22.2%,40.3%,63.0%,36.5%,28.6%,51.0%,74.3%,49.6%,50.0%,72.4%,100.0%,9.5%,19.0%,42.1%,-22
2004 US Open SF,L vs Federer,31.1%,44.6%,46.0%,35.3%,37.8%,48.9%,39.3%,44.7%,43.8%,51.7%,50.0%,21.4%,39.3%,54.5%,-27
2004 Wimbledon R16,W vs Philippoussis,27.4%,51.1%,54.7%,36.5%,39.5%,67.1%,54.3%,55.7%,41.7%,65.0%,100.0%,19.4%,50.0%,55.2%,72
2004 Roland Garros SF,L vs Coria,16.4%,25.9%,43.5%,24.4%,25.0%,40.0%,51.1%,40.5%,42.3%,61.8%,0.0%,7.8%,11.8%,36.2%,-39
2004 Indian Wells F,L vs Federer,36.5%,42.3%,36.7%,39.4%,45.2%,54.8%,35.3%,50.0%,42.9%,70.6%,100.0%,27.8%,27.8%,38.5%,137
2004 Indian Wells SF,W vs Labadze,38.1%,54.8%,70.8%,43.1%,54.5%,68.2%,70.0%,64.1%,33.3%,30.8%,-,22.2%,44.4%,71.4%,72
2004 Rotterdam SF,L vs Hewitt,17.2%,29.3%,41.3%,25.9%,29.0%,41.9%,45.5%,45.2%,46.7%,37.5%,0.0%,4.0%,16.0%,37.5%,-77
2003 Paris F,W vs Pavel,32.4%,60.8%,67.7%,48.8%,40.3%,76.1%,85.0%,65.4%,65.5%,57.9%,66.7%,19.4%,35.5%,40.0%,70
2003 Paris SF,W vs Roddick,24.4%,46.7%,60.9%,35.6%,36.2%,60.3%,70.3%,53.4%,60.9%,62.9%,50.0%,3.6%,25.0%,48.1%,-84
2003 Paris QF,W vs Federer,30.9%,44.1%,59.1%,37.8%,37.8%,56.8%,65.2%,50.5%,37.5%,33.3%,0.0%,25.0%,32.1%,52.4%,67
2002 Wimbledon SF,L vs Hewitt,26.9%,38.7%,38.7%,35.1%,40.4%,54.4%,44.1%,53.7%,43.3%,63.0%,80.0%,6.7%,16.7%,32.1%,-47
2002 Queens Club F,L vs Hewitt,21.3%,42.6%,44.4%,29.9%,31.7%,56.7%,43.9%,45.2%,66.7%,61.1%,60.0%,3.1%,18.8%,45.2%,-86
2002 Monte Carlo SF,L vs Moya,15.1%,19.8%,43.7%,22.0%,16.9%,23.4%,43.8%,26.4%,26.7%,55.3%,88.9%,11.5%,11.5%,43.5%,-4
2002 Indian Wells F,L vs Hewitt,13.0%,18.5%,27.7%,15.9%,23.3%,30.0%,17.4%,28.7%,58.8%,53.8%,50.0%,0.0%,4.2%,37.5%,-118
2002 Indian Wells SF,W vs Martin,16.7%,36.7%,60.4%,28.5%,21.6%,40.5%,65.5%,40.8%,77.8%,63.2%,100.0%,9.5%,33.3%,52.6%,-22
2001 Basel F,W vs Federer,36.0%,51.7%,54.5%,46.1%,42.9%,61.9%,58.3%,57.1%,54.8%,62.5%,100.0%,20.8%,29.2%,47.4%,37
2001 Cincinnati SF,L vs Kuerten,32.2%,47.1%,50.0%,39.9%,44.6%,64.3%,51.6%,56.6%,55.2%,44.4%,0.0%,10.7%,17.9%,48.0%,-12
Career (42 matches),,31.0%,45.9%,49.9%,38.3%,43.2%,60.2%,53.0%,55.9%,46.1%,46.8%,51.7%,17.3%,31.4%,46.6%,50
