Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2007,19,7,12,36.8%,28-30,48.3%,293-290,50.3%,4-6,40.0%,16,78.5%,19.0%,7.5%,4.2%,63.6%,69.6%,51.6%,63.1%,34.1%,49.0%,0.92,R16 (Nottingham)
2006,51,31,20,60.8%,75-51,59.5%,642-574,52.8%,10-7,58.8%,51,79.8%,25.3%,6.3%,3.1%,61.4%,70.9%,51.0%,63.3%,38.7%,51.0%,1.05,F (Tokyo)
2005,41,23,18,56.1%,60-48,55.6%,557-503,52.5%,6-8,42.9%,41,80.9%,23.6%,5.5%,4.0%,61.6%,73.0%,51.3%,64.7%,38.0%,51.2%,1.08,QF (5x)
2004,66,44,22,66.7%,115-73,61.2%,1008-843,54.5%,14-20,41.2%,60,83.5%,26.3%,7.0%,4.8%,59.3%,74.3%,54.1%,66.1%,39.1%,52.4%,1.15,F (Indian Wells Masters)
2003,48,31,17,64.6%,73-50,59.3%,646-566,53.3%,11-10,52.4%,45,79.3%,27.8%,6.2%,4.8%,59.0%,72.6%,50.8%,63.7%,39.9%,51.8%,1.10,W (2x)
2002,65,45,20,69.2%,114-60,65.5%,920-753,55.0%,11-13,45.8%,59,79.8%,29.9%,4.2%,2.9%,62.8%,69.5%,52.1%,63.0%,40.9%,51.9%,1.11,F (3x)
2001,76,56,20,73.7%,141-65,68.4%,1131-844,57.3%,18-16,52.9%,74,83.0%,30.2%,5.7%,3.7%,60.7%,73.7%,51.9%,65.1%,41.3%,53.1%,1.19,W (3x)
2000,83,58,25,69.9%,142-71,66.7%,1157-925,55.6%,17-11,60.7%,76,84.5%,26.8%,8.8%,4.8%,55.4%,77.3%,51.4%,65.7%,40.2%,52.7%,1.17,W (2x)
1999,73,44,29,60.3%,120-85,58.5%,1106-960,53.5%,18-21,46.2%,67,80.6%,26.0%,8.2%,4.6%,55.1%,76.4%,48.8%,64.0%,40.2%,51.8%,1.12,F (4x)
1998,88,59,29,67.0%,145-87,62.5%,1218-1053,53.6%,18-11,62.1%,83,80.2%,26.0%,9.0%,5.0%,53.0%,78.2%,48.8%,64.4%,39.1%,51.8%,1.10,W (2x)
1997,67,44,23,65.7%,103-74,58.2%,916-836,52.3%,17-11,60.7%,64,82.8%,22.9%,10.3%,5.9%,50.9%,80.7%,49.8%,65.6%,37.9%,51.6%,1.10,W (2x)
1996,72,46,26,63.9%,109-68,61.6%,927-811,53.3%,26-15,63.4%,60,80.7%,22.3%,8.1%,4.2%,57.7%,73.7%,50.6%,63.9%,37.6%,50.9%,1.04,F (Doha)
1995,18,9,9,50.0%,22-24,47.8%,224-231,49.2%,4-4,50.0%,13,74.6%,21.8%,4.4%,5.4%,56.0%,70.0%,47.5%,60.1%,37.5%,49.1%,0.94,QF (Nottingham)
1994,8,3,5,37.5%,8-12,40.0%,80-100,44.4%,2-0,100.0%,8,69.7%,18.0%,4.6%,4.1%,62.4%,68.6%,46.5%,60.3%,37.4%,48.5%,0.94,R16 (Tokyo Outdoor)
Career,775,500,275,64.5%,1255-798,61.1%,10825-9289,53.8%,176-153,53.5%,717,81.2%,25.8%,7.3%,4.4%,57.7%,74.4%,50.7%,64.4%,39.3%,51.7%,1.10,
