Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Sharm El Sheikh SF,L vs Ferrando,0.96,0.84,63.2,4.9,0.0%,57.8%,0.0%,32.6%,45.5%,50.0%
2019 W15 Sharm El Sheikh QF,W vs Alhussein Abdel Aziz,1.05,1.10,101.1,61.5,0.0%,43.1%,0.0%,45.7%,62.3%,54.9%
2019 W15 Sharm El Sheikh R16,W vs Kajuru,0.86,1.61,48.7,2.6,0.0%,81.0%,0.0%,55.6%,68.8%,46.9%
2019 W15 Sharm El Sheikh R32,W vs Hoedt,1.11,1.51,54.3,2.1,0.0%,60.0%,7.7%,73.1%,44.0%,48.0%
2019 W15 Sharm El Sheikh QF,L vs Zakarlyuk,0.97,0.83,62.9,3.0,2.6%,43.6%,2.8%,52.8%,40.0%,50.0%
2019 W15 Sharm El Sheikh R16,W vs Yudanov,0.80,1.88,42.9,2.0,0.0%,68.2%,4.8%,71.4%,75.0%,66.7%
2019 W15 Sharm El Sheikh R32,W vs Kulikova,1.15,1.23,70.5,3.0,2.3%,59.1%,2.4%,48.8%,52.6%,45.7%
2016 Seoul R32,L vs Sorribes Tormo,0.92,0.69,45.6,2.1,0.0%,38.5%,0.0%,23.1%,57.1%,46.2%
2016 Japan Open Tokyo R32,L vs Nara,0.85,0.52,30.9,2.1,8.3%,33.3%,0.0%,27.3%,47.8%,36.8%
2016 Dalian R16,L vs Wang,1.01,0.73,57.8,2.2,2.9%,42.9%,3.0%,63.6%,42.4%,25.0%
2016 Dalian R32,W vs You,0.98,1.16,63.2,3.1,4.2%,45.8%,0.0%,59.1%,57.1%,56.6%
2016 Washington R64,W vs Albanese,1.14,1.52,42.9,2.5,8.8%,64.7%,0.0%,53.3%,58.6%,50.0%
2016 Gstaad R32,L vs Bertens,1.00,0.90,71.5,7.1,0.0%,51.0%,0.0%,42.6%,38.3%,58.5%
2016 Wimbledon R128,L vs Vesnina,0.95,0.73,54.9,3.3,9.4%,56.3%,0.0%,46.4%,33.3%,41.2%
2016 Birmingham R16,L vs Keys,0.84,0.57,38.9,2.1,3.8%,53.8%,0.0%,47.8%,42.9%,23.1%
2016 Birmingham R32,W vs Moore,1.13,1.22,72.8,11.3,1.9%,51.9%,2.1%,52.1%,55.1%,47.6%
2016 Nottingham QF,L vs Puig,0.85,0.66,47.7,2.3,8.0%,44.0%,0.0%,56.5%,42.9%,34.4%
2016 Nottingham R32,W vs Nara,1.09,1.42,52.2,3.2,3.6%,60.7%,7.7%,61.5%,50.0%,51.6%
2016 Eastbourne $50K QF,L vs Barty,0.92,0.66,39.6,2.5,0.0%,43.8%,0.0%,43.3%,33.3%,48.1%
2016 Eastbourne $50K R32,W vs Sanchez,0.98,1.23,65.7,3.6,0.0%,71.1%,0.0%,48.6%,40.0%,60.0%
2019 (7 matches),,1.00,1.14,68.0,3.1,0.8%,56.0%,2.2%,51.1%,54.7%,51.1%
2016 (23 matches),,1.00,0.97,56.7,2.7,2.9%,52.9%,1.5%,53.4%,45.0%,45.4%
2015 (19 matches),,1.00,1.02,57.5,2.5,3.6%,55.8%,1.2%,56.5%,44.4%,45.2%
2014 (15 matches),,1.05,1.04,58.2,2.4,1.3%,55.0%,0.9%,57.4%,42.6%,45.1%
2013 (25 matches),,1.01,0.83,60.9,2.6,1.3%,49.6%,0.9%,52.5%,40.4%,40.0%
Career (129 matches),,1.02,0.97,59.4,2.6,1.8%,54.2%,0.9%,53.5%,43.7%,43.4%
