Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,27,13,14,48.1%,30-30,50.0%,263-292,47.4%,6-2,75.0%,8,50.0%,28.6%,1.3%,3.8%,68.5%,54.5%,39.6%,49.8%,40.8%,45.3%,0.81
Clay,5,1,4,20.0%,2-8,20.0%,30-59,33.7%,1-1,50.0%,3,46.2%,23.1%,3.6%,3.1%,70.9%,56.8%,35.1%,50.5%,38.1%,45.0%,0.77
Carpet,4,3,1,75.0%,6-2,75.0%,44-27,62.0%,0-0,-,0,,,,,,,,,,,
Semi-finals,3,0,3,0.0%,0-6,0.0%,16-36,30.8%,0-0,-,1,33.3%,25.0%,0.0%,3.7%,64.8%,51.4%,21.1%,40.7%,40.0%,40.4%,0.68
Quarter-finals,4,2,2,50.0%,5-4,55.6%,39-41,48.8%,1-0,100.0%,0,,,,,,,,,,,
vs Righties,21,7,14,33.3%,17-29,37.0%,171-231,42.5%,3-1,75.0%,4,36.4%,12.9%,2.3%,4.1%,72.0%,54.1%,23.0%,45.4%,32.1%,39.3%,0.59
vs Lefties,2,1,1,50.0%,3-2,60.0%,27-23,54.0%,0-1,0.0%,0,,,,,,,,,,,
