Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,18,9,9,50.0%,1,1,0,100.0%,2007,2016,R64,12,0.87,2.7%,6.8%,60.5%,59.0%,42.3%,52.4%,41.5%,53.4%,39.0%
Roland Garros,9,Clay,16,7,9,43.8%,2,2,0,100.0%,2007,2016,R64,12,0.98,3.1%,6.4%,64.4%,61.0%,40.2%,53.6%,45.7%,50.5%,50.5%
Wimbledon,10,Grass,28,18,10,64.3%,7,5,2,71.4%,2007,2016,QF,19,0.98,2.9%,4.8%,63.0%,58.9%,47.7%,54.8%,44.4%,51.7%,51.5%
US Open,9,Hard,21,12,9,57.1%,1,1,0,100.0%,2007,2016,R16,15,1.03,1.3%,6.1%,61.3%,61.1%,45.9%,55.2%,46.1%,45.5%,48.8%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2012,2012,R64,1,0.91,2.8%,2.8%,74.6%,52.8%,44.4%,50.7%,44.9%,50.0%,36.4%
Fed Cup,8,,19,7,12,36.8%,4,2,2,50.0%,2005,2017,,5,1.10,1.3%,4.6%,69.6%,57.3%,51.6%,55.6%,49.0%,61.0%,55.0%
BJK Cup Playoffs,2,,3,1,2,33.3%,0,0,0,-,2023,2024,W,2,1.02,1.6%,4.7%,77.0%,55.8%,38.6%,51.8%,49.2%,56.7%,45.8%
Seoul,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2008,2016,QF,5,0.98,1.3%,5.7%,57.5%,60.2%,43.3%,53.0%,46.1%,47.5%,41.7%
Washington,4,Hard,9,5,4,55.6%,3,2,1,66.7%,2016,2016,SF,6,1.11,2.5%,8.1%,59.8%,65.1%,45.4%,57.1%,47.7%,43.8%,58.0%
Birmingham,7,Grass,17,10,7,58.8%,3,1,2,33.3%,2007,2016,R16,17,1.02,3.1%,4.0%,64.5%,62.0%,47.4%,56.8%,44.2%,51.8%,50.7%
Miami,8,Hard,16,8,8,50.0%,2,1,1,50.0%,2007,2016,R64,12,0.93,1.4%,6.4%,63.5%,56.7%,43.9%,52.0%,44.8%,49.6%,45.8%
Indian Wells,7,Hard,12,5,7,41.7%,1,0,1,0.0%,2008,2016,R32,12,0.96,1.6%,7.6%,60.9%,57.1%,44.4%,52.1%,46.2%,50.5%,47.0%
