Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Wimbledon R128,L vs Vesnina,10,22,0.5,7.7%,16.9%,7,20,0.4,6.1%,17.5%,3.5%,2.6%,0.6,15.4%,23.8%
2016 Australian Open R128,L vs Vinci,13,22,0.6,11.9%,20.2%,11,17,0.6,11.3%,17.5%,6.2%,5.2%,1.3,19.3%,14.7%
2015 Linz R32,L vs Voegele,18,26,0.7,15.3%,22.0%,18,22,0.8,17.6%,21.6%,10.8%,6.9%,0.8,17.8%,23.7%
2015 Wimbledon R128,L vs Dellacqua,5,12,0.4,5.3%,12.6%,4,8,0.5,4.7%,9.4%,2.4%,2.4%,1.1,20.0%,18.9%
2014 Wimbledon R128,L vs Flipkens,25,28,0.9,12.1%,13.5%,23,22,1.0,12.5%,12.0%,6.5%,6.0%,1.9,21.3%,11.1%
2014 Roland Garros R64,L vs Cibulkova,14,21,0.7,11.8%,17.6%,12,19,0.6,10.8%,17.1%,2.7%,6.3%,1.0,18.5%,17.6%
2014 Roland Garros R128,W vs Van Uytvanck,20,29,0.7,15.3%,22.1%,18,21,0.9,15.5%,18.1%,6.0%,8.6%,0.6,17.6%,30.5%
2013 Australian Open R64,L vs Keys,6,20,0.3,6.9%,23.0%,6,16,0.4,8.0%,21.3%,,,1.1,26.4%,24.1%
2012 Wimbledon QF,L vs Azarenka,25,22,1.1,16.4%,14.5%,21,17,1.2,15.8%,12.8%,,,1.8,21.7%,11.8%
2012 Wimbledon R16,W vs Vinci,19,11,1.7,20.2%,11.7%,17,11,1.5,18.9%,12.2%,,,0.5,8.5%,17.0%
2012 Wimbledon R32,W vs Wickmayer,41,19,2.2,17.7%,8.2%,34,13,2.6,16.3%,6.2%,,,1.9,17.2%,9.1%
2012 Wimbledon R128,W vs Wozniacki,50,39,1.3,22.8%,17.8%,45,34,1.3,22.1%,16.7%,,,1.3,12.8%,9.6%
2012 Eastbourne F,W vs Kerber,39,35,1.1,17.1%,15.4%,38,31,1.2,17.6%,14.4%,5.1%,12.5%,0.8,15.8%,19.7%
2012 Roland Garros R128,L vs Peng,17,22,0.8,14.2%,18.3%,14,21,0.7,12.7%,19.1%,,,1.3,22.5%,17.5%
2011 Wimbledon QF,L vs Azarenka,11,7,1.6,10.3%,6.5%,9,6,1.5,8.9%,5.9%,3.0%,5.9%,3.8,28.0%,7.5%
2011 Wimbledon R32,W vs Schiavone,40,36,1.1,14.0%,12.6%,36,23,1.6,14.1%,9.0%,5.9%,7.8%,1.0,15.7%,16.1%
Career (16 matches),,353,371,1.0,14.5%,15.2%,313,301,1.0,14.2%,13.7%,3.4%,4.4%,1.1,18.1%,16.2%
