Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Francesca Schiavone [ITA],4,2,66.7%,2,2,0,100.0%,2007,2016,5,0.99,1.4%,5.8%,61.8%,54.8%,50.7%,53.2%,46.3%,59.8%,48.5%
5,Julia Goerges [GER],2,3,40.0%,1,1,0,100.0%,2007,2016,4,0.87,2.3%,4.2%,58.9%,62.7%,47.7%,56.5%,37.7%,44.0%,58.8%
5,Cristina Andreea Mitu [ROU],4,1,80.0%,4,2,2,50.0%,2013,2015,1,1.44,5.7%,8.6%,51.4%,66.7%,50.0%,58.6%,59.6%,40.0%,85.7%
5,Varvara Lepchenko [USA],2,3,40.0%,3,1,2,33.3%,2009,2013,4,0.96,1.6%,6.3%,57.3%,66.8%,51.2%,60.2%,38.4%,60.6%,40.6%
5,Anne Keothavong [GBR],3,2,60.0%,3,1,2,33.3%,2007,2013,4,1.01,1.3%,6.8%,62.7%,59.0%,37.9%,51.1%,49.3%,52.4%,51.2%
5,Jelena Jankovic [SRB],1,4,20.0%,1,0,1,0.0%,2007,2013,5,0.89,0.7%,3.9%,63.3%,52.3%,40.8%,48.1%,46.4%,52.2%,64.1%
5,Victoria Azarenka [BLR],1,4,20.0%,1,0,1,0.0%,2008,2012,5,0.65,2.6%,6.1%,61.5%,56.8%,33.6%,47.9%,33.8%,53.3%,64.3%
4,Joanna Garland [TPE],2,2,50.0%,0,0,0,-,2022,2023,0,,,,,,,,,,
4,Kurumi Nara [JPN],2,2,50.0%,1,1,0,100.0%,2010,2016,3,1.02,5.0%,6.1%,64.8%,62.9%,34.9%,53.1%,47.9%,45.0%,54.5%
4,Elena Vesnina [RUS],1,3,25.0%,2,1,1,50.0%,2005,2016,3,0.80,2.3%,4.1%,59.4%,59.2%,39.3%,51.1%,39.3%,53.1%,40.0%
4,Anna Tatishvili [GEO],2,2,50.0%,0,0,0,-,2012,2016,3,1.12,3.4%,4.6%,59.5%,66.7%,40.6%,56.1%,49.3%,66.7%,48.3%
4,Silvia Soler Espinosa [ESP],1,3,25.0%,2,1,1,50.0%,2010,2015,2,0.77,2.2%,4.9%,70.3%,59.4%,38.9%,53.3%,35.8%,58.6%,31.3%
4,Stefanie Voegele [SUI],1,3,25.0%,0,0,0,-,2008,2015,2,0.97,2.7%,3.7%,65.4%,58.5%,40.0%,52.1%,46.7%,64.7%,37.9%
4,Casey Dellacqua [AUS],1,3,25.0%,0,0,0,-,2008,2015,3,0.77,2.6%,10.4%,56.5%,56.9%,44.0%,51.3%,37.3%,35.7%,33.3%
4,Christina Mchale [USA],2,2,50.0%,1,0,1,0.0%,2010,2013,3,1.22,3.8%,2.5%,58.0%,68.1%,54.5%,62.4%,45.8%,40.0%,50.0%
