Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,156,69,87,44.2%,155-192,44.7%,1505-1672,47.4%,16-16,50.0%,134,53.2%,40.6%,1.9%,6.2%,62.1%,59.1%,43.1%,53.0%,44.4%,48.8%,0.95
Clay,51,16,35,31.4%,45-72,38.5%,502-591,45.9%,6-9,40.0%,37,60.0%,40.7%,1.4%,6.1%,64.7%,57.3%,42.4%,52.0%,42.8%,47.4%,0.89
Grass,43,23,20,53.5%,50-52,49.0%,481-494,49.3%,5-3,62.5%,42,57.9%,37.3%,2.8%,4.3%,64.7%,60.1%,47.2%,55.6%,43.8%,49.7%,0.99
Carpet,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-0,-,2,-,-,0.9%,5.5%,65.5%,58.3%,31.6%,49.1%,34.3%,42.0%,0.67
Grand Slams,49,20,29,40.8%,47-68,40.9%,500-589,45.9%,7-1,87.5%,46,52.6%,15.8%,2.2%,5.4%,63.0%,59.0%,44.4%,53.6%,43.1%,48.4%,0.93
Premiers,71,26,45,36.6%,58-96,37.7%,609-767,44.3%,3-7,30.0%,68,40.6%,40.6%,1.6%,6.0%,63.8%,55.9%,42.2%,50.9%,43.0%,47.1%,0.88
Internationals,89,46,43,51.7%,103-100,50.7%,958-941,50.4%,12-13,48.0%,74,56.9%,39.8%,2.1%,5.9%,62.1%,62.5%,44.4%,55.7%,45.0%,50.3%,1.01
Finals,4,3,1,75.0%,6-4,60.0%,50-50,50.0%,1-0,100.0%,3,-,-,0.7%,4.8%,68.5%,62.6%,43.0%,56.4%,39.8%,48.2%,0.91
Semi-finals,8,4,4,50.0%,8-11,42.1%,94-93,50.3%,0-1,0.0%,7,55.6%,11.1%,2.2%,4.5%,64.0%,64.8%,49.0%,59.1%,41.8%,50.5%,1.02
Quarter-finals,16,8,8,50.0%,18-19,48.6%,181-177,50.6%,2-4,33.3%,15,64.0%,36.0%,2.5%,5.0%,63.2%,61.1%,44.2%,54.9%,43.8%,49.6%,0.97
vs Righties,225,93,132,41.3%,220-289,43.2%,2231-2493,47.2%,24-25,49.0%,190,54.8%,38.5%,2.0%,5.8%,63.3%,58.7%,43.3%,53.1%,44.2%,48.7%,0.94
vs Lefties,27,14,13,51.9%,28-33,45.9%,265-299,47.0%,3-3,50.0%,24,-,-,1.8%,6.1%,61.1%,61.3%,46.3%,55.4%,41.4%,48.4%,0.93
vs Top 10,25,6,19,24.0%,14-42,25.0%,220-322,40.6%,1-1,50.0%,25,-,-,1.7%,6.0%,64.6%,55.2%,39.8%,49.8%,41.5%,45.7%,0.83
