Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami F,W vs Gauff,1.04,1.38,57.4,2.3,2.4%,70.7%,5.4%,67.6%,38.0%,43.8%
2026 Indian Wells F,W vs Rybakina,1.21,1.09,96.8,6.0,7.1%,62.5%,13.5%,61.5%,28.8%,40.9%
2026 Indian Wells SF,W vs Noskova,1.12,1.66,42.2,2.0,20.0%,70.0%,17.9%,67.9%,48.7%,43.6%
2026 Australian Open F,L vs Rybakina,0.85,0.90,67.3,6.5,4.3%,61.7%,7.7%,69.2%,36.0%,37.5%
2026 Australian Open SF,W vs Svitolina,1.07,1.67,42.9,2.3,0.0%,67.9%,0.0%,69.2%,41.4%,57.1%
2026 Australian Open QF,W vs Jovic,1.08,1.74,37.6,2.1,7.1%,67.9%,17.9%,67.9%,46.4%,57.1%
2026 Brisbane F,W vs Kostyuk,1.17,1.87,42.5,2.0,0.0%,69.0%,4.3%,78.3%,53.3%,32.1%
2026 Brisbane SF,W vs Muchova,1.09,1.44,53.8,2.0,18.2%,81.8%,9.7%,61.3%,33.3%,41.4%
2026 Brisbane R16,W vs Cirstea,1.07,1.67,49.8,2.4,4.0%,60.0%,4.3%,78.3%,64.7%,32.4%
2025 Riyadh Finals F,L vs Rybakina,1.03,0.71,57.8,2.2,8.1%,62.2%,5.6%,58.3%,28.9%,25.7%
2025 Riyadh Finals SF,W vs Anisimova,1.15,1.20,60.1,2.7,9.6%,59.6%,14.3%,55.1%,41.1%,48.1%
2025 Riyadh Finals RR,W vs Paolini,1.20,1.62,41.8,2.1,25.0%,64.3%,15.4%,61.5%,43.3%,57.1%
2025 Riyadh Finals RR,W vs Pegula,1.13,1.22,67.9,3.8,2.3%,62.8%,10.3%,61.5%,42.6%,39.1%
2025 Riyadh Finals RR,W vs Gauff,1.09,1.43,50.7,3.6,0.0%,71.4%,9.1%,54.5%,46.7%,50.0%
2025 Wuhan SF,L vs Pegula,0.93,0.86,85.0,13.8,11.3%,43.4%,8.3%,52.1%,42.6%,55.1%
2025 Wuhan QF,W vs Rybakina,1.10,1.57,47.0,2.1,0.0%,75.9%,7.1%,57.1%,40.0%,55.2%
2025 Wuhan R32,W vs Sramkova,1.10,1.28,50.4,4.4,8.0%,58.0%,6.8%,68.2%,45.2%,41.0%
2025 US Open F,W vs Anisimova,1.03,1.36,54.7,2.5,2.8%,55.6%,0.0%,66.7%,51.4%,51.6%
2025 US Open SF,W vs Pegula,1.09,1.05,68.8,4.0,10.0%,74.0%,6.5%,56.5%,29.3%,36.6%
2025 Cincinnati QF,L vs Rybakina,0.89,0.67,46.8,2.2,17.4%,56.5%,0.0%,65.0%,34.4%,25.0%
2026 (9 matches),,1.07,1.39,58.2,2.5,6.9%,67.5%,9.4%,67.9%,42.1%,42.3%
2025 (49 matches),,1.05,1.18,60.6,2.7,5.7%,60.9%,5.3%,59.1%,43.6%,46.0%
2024 (68 matches),,1.06,1.30,57.2,2.6,7.4%,61.9%,5.6%,63.7%,45.0%,45.9%
2023 (66 matches),,1.06,1.30,54.2,2.6,9.3%,64.7%,7.9%,62.4%,44.4%,45.4%
2022 (51 matches),,1.04,1.08,58.9,3.0,5.5%,57.3%,7.1%,56.1%,44.2%,45.7%
Career (550 matches),,1.04,1.17,58.4,2.7,6.0%,60.8%,6.0%,59.7%,44.1%,45.5%
