Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami F,W vs Gauff,69.4%,48.5%,2.0%,2/0,2.59,0.0%,74.2%,44.9%,0.0%,2.59,0.0%,76.0%,57.9%,8.0%,2.59,0.0%
2026 Indian Wells F,W vs Rybakina,64.6%,50.0%,5.2%,2/3,2.76,3.2%,64.9%,56.8%,5.3%,2.55,2.9%,67.6%,40.0%,5.4%,3.02,3.6%
2026 Indian Wells SF,W vs Noskova,59.0%,65.2%,5.1%,2/2,2.78,14.3%,63.0%,62.1%,4.3%,2.65,22.2%,65.4%,70.6%,7.7%,3.02,0.0%
2026 Indian Wells QF,W vs Mboko,58.5%,47.9%,7.3%,5/1,2.67,16.0%,64.6%,38.7%,6.3%,2.75,27.6%,73.9%,64.7%,13.0%,2.56,0.0%
2026 Australian Open F,L vs Rybakina,66.3%,50.8%,8.2%,3/5,2.65,3.6%,61.1%,39.4%,3.7%,2.57,6.9%,78.0%,62.5%,14.6%,2.73,0.0%
2026 Australian Open SF,W vs Svitolina,73.7%,59.5%,7.0%,1/3,2.91,15.4%,75.0%,58.3%,0.0%,2.72,21.4%,81.8%,61.1%,18.2%,3.39,0.0%
2026 Australian Open QF,W vs Jovic,78.6%,63.6%,8.9%,5/0,2.91,0.0%,75.8%,60.0%,6.1%,2.62,0.0%,86.4%,68.4%,13.6%,3.34,0.0%
2026 Brisbane F,W vs Kostyuk,69.0%,55.0%,6.9%,2/2,2.76,20.6%,70.6%,62.5%,5.9%,2.97,26.3%,76.2%,43.8%,9.5%,2.50,13.3%
2026 Brisbane SF,W vs Muchova,64.4%,55.3%,1.7%,1/0,2.78,20.5%,63.6%,46.4%,0.0%,2.75,31.8%,71.4%,80.0%,7.1%,2.82,5.9%
2026 Brisbane R16,W vs Cirstea,72.1%,65.3%,11.8%,4/4,2.23,14.3%,68.6%,62.5%,14.3%,1.92,21.7%,78.1%,68.0%,9.4%,2.83,0.0%
2025 Riyadh Finals F,L vs Rybakina,58.9%,41.9%,2.7%,1/1,2.80,9.3%,51.1%,56.5%,2.2%,2.90,16.7%,76.9%,25.0%,3.8%,2.68,0.0%
2025 Riyadh Finals SF,W vs Anisimova,71.3%,55.8%,10.2%,4/7,2.95,8.2%,72.1%,51.0%,2.9%,2.76,11.8%,80.0%,64.3%,25.7%,3.19,3.7%
2025 Riyadh Finals RR,W vs Gauff,67.9%,55.3%,5.4%,3/0,2.46,4.3%,76.3%,55.2%,2.6%,2.54,5.7%,75.0%,55.6%,16.7%,2.22,0.0%
2025 Riyadh Finals RR,W vs Pegula,71.0%,54.5%,3.2%,2/1,2.62,17.6%,70.3%,51.1%,1.6%,2.47,31.0%,77.8%,61.9%,7.4%,2.82,0.0%
2025 Riyadh Finals RR,W vs Paolini,74.1%,67.4%,3.4%,1/1,2.68,3.0%,69.4%,72.0%,5.6%,2.91,3.8%,81.8%,61.1%,0.0%,1.86,0.0%
2025 Wuhan SF,L vs Pegula,69.9%,63.9%,9.7%,5/5,2.52,20.5%,68.6%,68.8%,4.3%,2.51,31.3%,82.8%,54.2%,24.1%,2.55,3.3%
2025 Wuhan QF,W vs Rybakina,66.1%,69.2%,3.4%,2/0,2.85,5.9%,52.9%,61.1%,5.9%,2.77,10.5%,87.5%,76.2%,0.0%,2.95,0.0%
2025 Wuhan R32,W vs Sramkova,63.0%,58.8%,12.3%,7/3,2.89,6.8%,58.3%,53.6%,18.8%,3.19,11.4%,82.1%,65.2%,3.6%,2.46,0.0%
2025 US Open F,W vs Anisimova,62.1%,65.9%,6.1%,1/3,2.18,6.5%,68.4%,61.5%,7.9%,2.11,9.4%,71.4%,73.3%,4.8%,2.34,0.0%
2025 US Open SF,W vs Pegula,64.6%,43.4%,8.5%,4/3,2.44,17.6%,66.7%,43.8%,4.2%,2.24,23.4%,70.0%,42.9%,16.7%,2.89,4.5%
Last 52 Weeks (41 matches),,67.3%,56.2%,6.8%,48.8%,2.61,12.2%,67.4%,52.9%,4.9%,2.57,18.5%,77.9%,61.6%,11.6%,2.67,3.0%
Career (496 matches),,68.9%,56.6%,5.2%,53.9%,2.52,13.2%,69.5%,53.1%,3.9%,2.48,19.1%,79.4%,62.2%,8.4%,2.57,4.2%
