Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open F,W vs Pegula,99.5,106.9,8.2,111.6,99.3,119,82,86.4,6.0,92.3,99.0,99,76
2024 US Open SF,W vs Navarro,100.8,105.3,6.2,109.7,101.5,116,94,88.4,8.2,96.7,94.5,102,75
2024 US Open QF,W vs Zheng,97.4,100.9,8.3,108.0,101.5,115,78,87.1,5.4,,94.3,99,81
2024 US Open R16,W vs Mertens,97.0,103.2,6.8,107.7,100.8,116,88,87.9,8.4,100.0,90.5,103,73
2024 US Open R32,W vs Alexandrova,94.1,100.0,7.9,109.3,95.9,116,81,82.5,5.8,,82.6,95,73
2024 US Open R64,W vs Bronzetti,98.8,104.1,7.4,111.0,99.6,117,80,82.9,4.0,,89.0,92,78
2024 US Open R128,W vs Hon,95.1,104.1,8.8,108.4,98.3,118,82,81.7,5.3,,88.3,94,73
2023 US Open F,L vs Gauff,100.8,106.9,5.4,110.6,104.9,116,97,92.7,5.9,96.5,93.2,101,80
2023 US Open SF,W vs Keys,102.6,108.5,5.6,110.8,105.2,120,97,89.8,5.4,94.3,90.3,106,82
2023 US Open QF,W vs Zheng,103.8,110.3,4.4,113.1,109.3,119,102,93.2,6.4,,97.5,103,83
2023 US Open R16,W vs Kasatkina,100.2,107.2,6.8,112.3,105.9,118,85,88.6,5.0,91.7,86.3,100,81
2023 US Open R32,W vs Burel,99.2,104.6,6.4,106.0,102.3,114,87,88.9,8.9,91.0,87.2,105,66
2023 US Open R64,W vs Burrage,99.9,108.3,5.6,111.2,105.6,122,97,90.2,6.4,94.7,89.5,102,75
2023 US Open R128,W vs Zanevska,103.6,105.8,7.9,113.1,102.5,120,85,90.1,5.6,96.0,96.5,98,83
2023 Wimbledon SF,L vs Jabeur,104.6,110.4,5.4,114.0,107.9,121,95,92.7,9.2,102.5,97.3,108,79
2023 Wimbledon QF,W vs Keys,101.6,109.5,6.0,111.9,106.5,119,94,90.1,7.8,91.5,88.8,110,77
2023 Wimbledon R16,W vs Alexandrova,103.3,108.5,5.6,113.5,105.2,120,97,92.7,6.5,91.8,97.0,103,84
2023 Wimbledon R32,W vs Blinkova,101.9,108.3,6.7,110.7,103.1,119,94,86.6,4.9,,86.3,102,78
2023 Wimbledon R64,W vs Gracheva,101.8,107.3,6.9,110.9,106.8,119,89,90.0,6.8,96.0,88.3,102,77
2023 Wimbledon R128,W vs Udvardy,102.0,106.9,4.5,110.6,104.4,117,98,92.8,8.8,94.0,89.8,103,78
Career (46 matches),,101.2,106.6,6.2,110.6,104.7,122,77,90.8,6.3,96.2,92.8,112,66
