Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,109,61,48,56.0%,136-102,57.1%,1161-1041,52.7%,11-11,50.0%,0,,,,,,,,,,,
Clay,795,602,193,75.7%,1345-513,72.4%,9802-6540,60.0%,65-46,58.6%,0,,,,,,,,,,,
Grass,62,33,29,53.2%,103-89,53.6%,958-911,51.3%,2-5,28.6%,0,,,,,,,,,,,
Carpet,93,45,48,48.4%,100-100,50.0%,933-929,50.1%,12-18,40.0%,0,,,,,,,,,,,
Grand Slams,99,69,30,69.7%,202-104,66.0%,1567-1226,56.1%,12-7,63.2%,0,,,,,,,,,,,
Masters,86,59,27,68.6%,132-66,66.7%,1009-751,57.3%,8-6,57.1%,0,,,,,,,,,,,
Other Tours,883,623,260,70.6%,1349-624,68.4%,10250-7383,58.1%,72-69,51.1%,0,,,,,,,,,,,
Best of 5,310,207,103,66.8%,651-375,63.5%,5248-4197,55.6%,30-19,61.2%,0,,,,,,,,,,,
Best of 3,816,583,233,71.4%,1169-486,70.6%,8693-5997,59.2%,62-63,49.6%,0,,,,,,,,,,,
Finals,84,43,41,51.2%,121-123,49.6%,1144-1147,49.9%,13-7,65.0%,0,,,,,,,,,,,
Semi-finals,122,85,37,69.7%,216-107,66.9%,1649-1223,57.4%,9-11,45.0%,0,,,,,,,,,,,
Quarter-finals,164,115,49,70.1%,255-119,68.2%,1927-1446,57.1%,12-15,44.4%,0,,,,,,,,,,,
vs Righties,952,666,286,70.0%,1543-738,67.6%,11854-8745,57.5%,81-66,55.1%,0,,,,,,,,,,,
vs Lefties,131,83,48,63.4%,185-115,61.7%,1500-1239,54.8%,11-16,40.7%,0,,,,,,,,,,,
vs Top 10,68,17,51,25.0%,57-109,34.3%,641-824,43.8%,7-7,50.0%,0,,,,,,,,,,,
