Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W35 Sharm ElSheikh R32,L vs Bartone,11% (1/9),100% (1/1),1/4,50% (4/8),0% (0/4),0/1,0/0,1/1,0/0,0/0
2019 W80 Nur Sultan QF,L vs Bouzkova,30% (3/10),67% (2/3),0/3,45% (5/11),20% (1/5),1/2,0/0,4/5,0/0,3/3
2019 W25 Den Haag QF,L vs Kiick,33% (2/6),0% (0/2),0/5,100% (7/7),14% (1/7),0/0,0/0,0/1,0/0,0/1
2019 W25 Madrid R16,W vs Jaruskova,45% (5/11),100% (5/5),0/2,50% (5/10),60% (3/5),2/3,0/0,1/1,0/0,0/0
2019 W60 Barcelona F,L vs Kiick,56% (9/16),78% (7/9),3/6,67% (10/15),30% (3/10),3/5,0/0,0/1,0/0,0/1
2019 W60 Barcelona SF,W vs Fourlis,100% (6/6),100% (6/6),0/0,17% (1/6),100% (1/1),4/4,0/0,0/0,0/0,0/0
2019 W60 Barcelona R32,W vs Kovinic,54% (7/13),100% (7/7),2/2,17% (2/12),0% (0/2),4/5,0/2,0/0,0/0,0/0
2019 W25 Grado QF,L vs Sramkova,50% (5/10),80% (4/5),2/6,73% (8/11),0% (0/8),2/4,1/1,0/2,0/0,0/1
2019 Nurnberg R32,L vs Petkovic,60% (6/10),50% (3/6),1/5,67% (6/9),17% (1/6),0/2,0/0,0/1,0/0,0/0
2019 W60 Wiesbaden QF,L vs Krejcikova,43% (3/7),33% (1/3),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/0
2019 W60 Wiesbaden R16,W vs Wickmayer,43% (6/14),83% (5/6),1/4,36% (5/14),20% (1/5),2/4,1/1,1/1,0/0,0/0
2019 W60 Wiesbaden R32,W vs Molinaro,53% (8/15),88% (7/8),2/4,43% (6/14),17% (1/6),4/5,0/1,0/1,0/0,0/0
2019 Istanbul R32,L vs Kuznetsova,30% (3/10),67% (2/3),1/3,55% (6/11),33% (2/6),2/2,0/0,2/3,0/0,2/2
2019 W60 Istanbul R16,W vs Abduraimova,88% (7/8),86% (6/7),2/2,25% (2/8),0% (0/2),3/4,0/1,0/0,0/0,0/0
2019 W60 Istanbul R32,W vs Gasanova,88% (7/8),86% (6/7),1/2,50% (4/8),50% (2/4),3/5,1/1,0/0,0/0,0/0
2019 W25 Canberra QF,L vs Hon,45% (5/11),80% (4/5),2/4,45% (5/11),0% (0/5),2/4,0/1,1/1,0/0,0/0
2019 W25 Canberra R16,L vs Gerlach,40% (4/10),50% (2/4),0/3,45% (5/11),20% (1/5),1/2,0/1,1/2,0/0,0/1
2019 W25 Canberra R32,W vs Damaschin,63% (5/8),100% (5/5),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
2019 W25 Moscow R32,L vs Rybakina,38% (3/8),33% (1/3),1/5,86% (6/7),17% (1/6),0/1,0/0,0/0,0/0,0/0
2019 Fed Cup RR,W vs Bolkvadze,75% (6/8),100% (6/6),2/3,33% (3/9),0% (0/3),3/5,1/1,0/0,1/1,0/0
2025 (1 matches),,11.1%,100.0%,25.0%,50.0%,0.0%,0.0%,-,100.0%,-,-
2019 (26 matches),,49.8%,76.9%,31.1%,49.2%,19.5%,66.7%,41.2%,51.9%,100.0%,58.3%
2018 (4 matches),,40.5%,46.7%,20.0%,61.1%,13.6%,14.3%,0.0%,33.3%,-,33.3%
2017 (38 matches),,48.2%,79.0%,41.2%,53.1%,23.5%,53.9%,48.6%,55.3%,42.1%,60.0%
2016 (29 matches),,45.1%,76.9%,40.4%,47.4%,25.9%,68.8%,83.3%,62.5%,81.8%,60.0%
Career (163 matches),,49.3%,77.4%,38.4%,51.2%,22.9%,59.3%,58.2%,52.6%,61.5%,54.2%
