Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W35 Sharm ElSheikh R32,L vs Bartone,0.89,0.58,43.9,2.1,0.0%,52.9%,0.0%,53.1%,30.8%,30.4%
2019 W80 Nur Sultan QF,L vs Bouzkova,0.82,0.72,43.0,2.0,-,51.4%,-,61.3%,42.5%,34.2%
2019 W25 Den Haag QF,L vs Kiick,1.05,0.46,35.0,2.1,-,36.0%,-,37.5%,31.6%,23.5%
2019 W25 Madrid R16,W vs Jaruskova,1.03,1.39,51.2,2.0,-,55.9%,-,70.0%,60.6%,40.0%
2019 W60 Barcelona F,L vs Kiick,0.93,0.91,65.7,4.0,-,49.2%,-,48.3%,56.4%,43.5%
2019 W60 Barcelona SF,W vs Fourlis,1.09,3.07,29.9,2.1,-,72.2%,-,80.0%,63.2%,73.7%
2019 W60 Barcelona R32,W vs Kovinic,0.95,1.92,36.8,2.7,-,63.2%,-,81.3%,48.4%,67.9%
2019 W25 Grado QF,L vs Sramkova,0.96,0.71,47.3,2.0,-,45.7%,-,35.5%,37.5%,50.0%
2019 Nurnberg R32,L vs Petkovic,0.94,0.63,44.0,2.1,-,39.1%,-,38.1%,45.7%,35.5%
2019 W60 Wiesbaden QF,L vs Krejcikova,0.76,0.50,27.8,2.0,0.0%,50.0%,0.0%,33.3%,37.5%,39.3%
2019 W60 Wiesbaden R16,W vs Wickmayer,1.03,1.16,80.2,5.7,0.0%,56.5%,0.0%,63.4%,46.2%,44.0%
2019 W60 Wiesbaden R32,W vs Molinaro,1.04,1.19,68.2,3.3,0.0%,60.7%,0.0%,54.4%,44.7%,52.3%
2019 Istanbul R32,L vs Kuznetsova,0.93,0.78,61.4,2.2,0.0%,56.1%,0.0%,47.5%,26.3%,55.9%
2019 W60 Istanbul R16,W vs Abduraimova,1.09,1.70,35.6,2.1,0.0%,60.9%,0.0%,70.0%,47.5%,61.5%
2019 W60 Istanbul R32,W vs Gasanova,0.99,1.53,43.2,2.0,0.0%,67.9%,0.0%,53.8%,48.3%,73.1%
2019 W25 Canberra QF,L vs Hon,0.81,0.84,69.8,3.4,2.7%,54.1%,0.0%,59.5%,48.8%,41.0%
2019 W25 Canberra R16,L vs Gerlach,0.96,0.76,61.3,3.4,0.0%,47.7%,0.0%,59.5%,43.2%,29.0%
2019 W25 Canberra R32,W vs Damaschin,0.98,2.37,43.0,2.4,-,84.2%,-,72.2%,40.7%,64.0%
2019 W25 Moscow R32,L vs Rybakina,0.91,0.61,41.1,2.1,4.0%,48.0%,0.0%,39.1%,35.5%,40.7%
2019 Fed Cup RR,W vs Bolkvadze,1.14,1.62,41.8,3.0,0.0%,65.4%,0.0%,50.0%,62.5%,57.1%
2025 (1 matches),,0.89,0.58,43.9,2.1,0.0%,52.9%,0.0%,53.1%,30.8%,30.4%
2019 (26 matches),,0.98,0.98,52.6,2.5,0.2%,53.8%,0.1%,54.8%,44.5%,46.4%
2018 (4 matches),,0.92,0.69,49.9,2.5,0.0%,47.5%,0.0%,50.9%,41.1%,34.7%
2017 (38 matches),,1.01,0.99,63.6,2.9,0.3%,54.2%,0.8%,53.8%,45.0%,44.8%
2016 (29 matches),,1.01,0.99,54.5,2.4,0.9%,56.6%,1.3%,55.8%,41.8%,44.4%
Career (163 matches),,1.00,0.99,57.8,2.7,0.6%,54.3%,0.7%,54.6%,44.6%,45.7%
