Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,50.0%,30.0%,0.0%,3.9%,64.5%,53.1%,48.1%,51.3%,40.3%,45.9%,0.83,R32 (W50 Helsinki)
2025,41,18,23,43.9%,39-50,43.8%,392-416,48.5%,4-4,50.0%,38,55.8%,39.9%,0.2%,4.3%,72.3%,55.2%,45.9%,52.6%,46.6%,49.6%,0.98,QF (7x)
2024,58,31,27,53.4%,71-64,52.6%,671-603,52.7%,8-14,36.4%,1,37.5%,12.5%,0.0%,4.3%,80.9%,47.4%,22.2%,42.6%,33.3%,37.8%,0.58,F (3x)
2023,44,18,26,40.9%,46-59,43.8%,453-497,47.7%,2-5,28.6%,1,53.8%,53.3%,0.0%,1.1%,85.7%,55.1%,30.8%,51.6%,49.0%,50.3%,1.01,F (W40 Pazardzhik)
2022,41,30,11,73.2%,61-33,64.9%,484-379,56.1%,2-3,40.0%,0,,,,,,,,,,,,W (2x)
2021,31,16,15,51.6%,36-33,52.2%,338-306,52.5%,1-4,20.0%,0,,,,,,,,,,,,SF (3x)
2020,16,9,7,56.3%,17-17,50.0%,165-168,49.5%,5-2,71.4%,5,53.8%,57.4%,0.0%,5.4%,66.0%,62.6%,34.5%,53.0%,53.8%,53.4%,1.14,QF (3x)
2019,66,43,23,65.2%,96-58,62.3%,782-659,54.3%,7-10,41.2%,0,,,,,,,,,,,,W (W25 Braunschweig)
2018,24,13,11,54.2%,32-25,56.1%,291-255,53.3%,4-2,66.7%,0,,,,,,,,,,,,W (Grado $25K)
2017,28,15,13,53.6%,36-28,56.3%,333-309,51.9%,4-8,33.3%,0,,,,,,,,,,,,SF (Sofia $25K)
2016,8,3,5,37.5%,7-10,41.2%,68-83,45.0%,1-1,50.0%,0,,,,,,,,,,,,R16 (3x)
2015,35,24,11,68.6%,50-29,63.3%,388-290,57.2%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2014,39,25,14,64.1%,57-36,61.3%,473-372,56.0%,4-6,40.0%,1,-,-,0.9%,2.8%,74.5%,54.4%,59.3%,55.7%,44.0%,49.4%,0.99,W (Edgbaston 25K)
2013,46,26,20,56.5%,64-49,56.6%,550-478,53.5%,2-5,28.6%,0,,,,,,,,,,,,F (Moscow 25K)
2012,50,32,18,64.0%,73-42,63.5%,584-476,55.1%,6-3,66.7%,0,,,,,,,,,,,,F (3x)
2011,37,19,18,51.4%,42-41,50.6%,385-368,51.1%,3-5,37.5%,0,,,,,,,,,,,,F (2x)
2010,52,34,18,65.4%,77-44,63.6%,612-497,55.2%,9-3,75.0%,0,,,,,,,,,,,,W (2x)
2009,43,27,16,62.8%,58-39,59.8%,464-403,53.5%,3-2,60.0%,0,,,,,,,,,,,,W (Istanbul 10K)
2008,46,28,18,60.9%,59-45,56.7%,492-432,53.2%,1-1,50.0%,0,,,,,,,,,,,,W (Gaziantep 10K)
2007,38,22,16,57.9%,49-36,57.6%,397-340,53.9%,5-2,71.4%,0,,,,,,,,,,,,W (Istanbul 10K)
2006,28,14,14,50.0%,27-31,46.6%,240-248,49.2%,1-1,50.0%,0,,,,,,,,,,,,F (2x)
2005,2,0,2,0.0%,0-4,0.0%,10-25,28.6%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2004,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Istanbul 2 10K)
Career,775,447,328,57.7%,997-777,56.2%,8585-7629,52.9%,74-83,47.1%,47,55.1%,41.7%,0.2%,4.3%,72.0%,55.7%,44.5%,52.6%,47.1%,49.8%,0.99,
