Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,13,5,8,38.5%,1,1,0,100.0%,2011,2018,R128,8,0.95,2.7%,6.7%,67.2%,59.3%,42.5%,53.8%,43.8%,50.6%,48.6%
Roland Garros,9,Clay,19,10,9,52.6%,4,1,3,25.0%,2011,2021,R64,13,1.00,0.3%,3.0%,74.1%,56.3%,44.5%,53.3%,46.6%,50.0%,44.7%
Wimbledon,9,Grass,11,2,9,18.2%,2,1,1,50.0%,2011,2021,R128,3,0.74,1.3%,3.2%,73.4%,59.5%,31.0%,51.9%,35.6%,45.8%,28.6%
US Open,10,Hard,16,6,10,37.5%,6,2,4,33.3%,2010,2021,R64,11,1.06,0.6%,3.6%,68.1%,59.8%,48.0%,56.0%,46.4%,47.1%,57.1%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2016,2016,R64,1,0.75,0.0%,2.8%,84.9%,62.2%,25.0%,56.6%,32.5%,63.6%,40.0%
Fed Cup,13,,39,23,16,59.0%,8,2,6,25.0%,2006,2019,,8,0.98,0.8%,2.2%,75.2%,56.4%,51.4%,55.1%,44.0%,53.6%,44.6%
Istanbul,14,Clay,20,7,13,35.0%,5,2,3,40.0%,2005,2021,W,17,1.00,1.1%,3.8%,70.7%,59.6%,45.6%,55.5%,44.3%,53.3%,42.7%
Dubai,6,Hard,7,1,6,14.3%,2,1,1,50.0%,2013,2021,R32,7,0.78,0.6%,2.5%,71.5%,48.9%,43.9%,47.4%,41.1%,50.0%,47.9%
Doha,6,Hard,8,2,6,25.0%,2,1,1,50.0%,2014,2021,R16,8,0.80,0.4%,3.3%,75.6%,54.1%,35.6%,49.6%,40.2%,42.0%,56.1%
Bucharest,5,Clay,11,6,5,54.5%,5,2,3,40.0%,2014,2018,R16,9,1.02,0.8%,1.9%,76.9%,58.1%,42.8%,54.6%,46.5%,54.7%,46.6%
Shenzhen,4,Hard,9,5,4,55.6%,3,2,1,66.7%,2015,2018,R16,7,0.93,0.7%,2.9%,69.6%,53.1%,37.3%,48.3%,48.2%,48.4%,44.6%
Strasbourg,2,Clay,4,1,3,25.0%,1,0,1,0.0%,2011,2017,R32,4,0.82,0.7%,4.3%,72.7%,58.4%,43.4%,54.3%,37.4%,50.0%,57.9%
