Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,0,0,0,-,2013,2015,Q2,3,0.88,3.6%,11.1%,56.0%,65.1%,38.4%,53.3%,41.3%,58.3%,45.5%
Roland Garros,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2013,2014,Q1,2,0.83,4.3%,9.2%,58.7%,63.0%,35.5%,51.6%,40.2%,45.8%,33.3%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2013,2013,Q1,0,,,,,,,,,,
US Open,2,Hard,2,0,2,0.0%,0,0,0,-,2013,2014,Q1,2,0.81,2.0%,8.8%,57.1%,69.0%,39.7%,56.5%,35.3%,55.6%,27.3%
Fed Cup,3,,3,1,2,33.3%,1,0,1,0.0%,2010,2018,,1,0.76,1.1%,12.0%,52.2%,62.5%,45.5%,54.3%,34.5%,50.0%,66.7%
Charleston,2,Clay,3,1,2,33.3%,4,2,2,50.0%,2019,2022,Q2,3,0.90,2.4%,5.8%,60.1%,59.4%,51.7%,56.4%,39.3%,52.9%,65.0%
Tashkent,6,Hard,13,7,6,53.8%,3,2,1,66.7%,2010,2016,R16,13,1.09,6.2%,7.3%,55.4%,69.2%,47.8%,59.6%,44.0%,57.1%,51.1%
Guangzhou,2,Hard,5,3,2,60.0%,0,0,0,-,2013,2016,R32,5,1.07,4.5%,7.6%,55.4%,66.7%,40.0%,54.8%,48.3%,52.5%,53.5%
Tianjin,2,Hard,6,4,2,66.7%,2,2,0,100.0%,2014,2015,R16,0,,,,,,,,,,
Kuala Lumpur,3,Hard,7,4,3,57.1%,2,1,1,50.0%,2013,2015,R16,5,1.05,8.0%,6.9%,54.9%,68.2%,46.8%,58.5%,43.7%,50.0%,51.6%
Moscow,2,Hard,2,0,2,0.0%,0,0,0,-,2012,2014,Q1,2,0.72,0.0%,8.3%,56.0%,53.2%,37.8%,46.4%,38.4%,43.8%,66.7%
