Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,2,1,1,50.0%,2-2,50.0%,18-14,56.3%,0-0,-,0,,,,,,,,,,,,R16 (Figueira Da Foz $25K)
2017,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Astana $100K)
2016,4,0,4,0.0%,1-7,12.5%,35-49,41.7%,0-1,0.0%,0,,,,,,,,,,,,R32 (4x)
2015,11,4,7,36.4%,12-13,48.0%,109-120,47.6%,2-1,66.7%,0,,,,,,,,,,,,QF (Winnipeg $25K)
2014,17,8,9,47.1%,15-18,45.5%,145-166,46.6%,4-1,80.0%,2,-,-,3.2%,5.4%,62.2%,53.9%,47.1%,51.4%,40.1%,46.3%,0.82,QF (2x)
2013,38,23,15,60.5%,50-36,58.1%,435-349,55.5%,2-7,22.2%,0,,,,,,,,,,,,W (Kazan 50K)
2012,46,29,17,63.0%,63-32,66.3%,478-364,56.8%,3-3,50.0%,0,,,,,,,,,,,,W (Astana 25K)
2011,22,13,9,59.1%,28-21,57.1%,233-200,53.8%,1-1,50.0%,0,,,,,,,,,,,,W (Moscow 25K)
2010,23,12,11,52.2%,26-23,53.1%,229-198,53.6%,3-3,50.0%,0,,,,,,,,,,,,W (Kharkiv 25K)
2009,21,16,5,76.2%,35-16,68.6%,271-219,55.3%,2-3,40.0%,0,,,,,,,,,,,,W (2x)
2008,12,7,5,58.3%,15-12,55.6%,128-120,51.6%,2-1,66.7%,0,,,,,,,,,,,,QF (2x)
2007,4,2,2,50.0%,5-4,55.6%,44-47,48.4%,2-0,100.0%,0,,,,,,,,,,,,QF (Cherkassy 10K)
Career,201,115,86,57.2%,252-186,57.5%,2129-1858,53.4%,21-21,50.0%,2,-,-,3.2%,5.4%,62.2%,53.9%,47.1%,51.4%,40.1%,46.3%,0.82,
