Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,337,211,126,62.6%,472-313,60.1%,3948-3363,54.0%,71-50,58.7%,136,78.4%,27.7%,4.7%,2.4%,58.5%,69.8%,52.4%,62.6%,40.0%,51.4%,1.07
Clay,48,13,35,27.1%,44-83,34.6%,541-664,44.9%,4-18,18.2%,16,69.4%,17.7%,4.4%,3.2%,56.9%,65.2%,47.2%,57.5%,37.1%,47.4%,0.87
Grass,61,35,26,57.4%,88-80,52.4%,829-783,51.4%,14-11,56.0%,18,77.7%,20.2%,6.0%,4.9%,57.7%,70.5%,50.0%,61.8%,35.4%,48.7%,0.93
Carpet,96,50,46,52.1%,111-100,52.6%,1034-964,51.8%,18-23,43.9%,41,78.1%,20.1%,5.1%,3.2%,54.4%,71.2%,53.5%,63.1%,35.6%,49.3%,0.97
Grand Slams,75,41,34,54.7%,138-121,53.3%,1253-1170,51.7%,20-19,51.3%,27,75.7%,26.0%,3.7%,3.0%,60.3%,69.3%,48.2%,61.0%,38.9%,50.1%,1.00
Masters,72,35,37,48.6%,76-81,48.4%,723-723,50.0%,11-17,39.3%,39,78.3%,21.7%,5.2%,3.1%,59.5%,68.9%,51.6%,61.9%,37.2%,49.7%,0.98
Other Tours,359,214,145,59.6%,439-319,57.9%,3786-3309,53.4%,69-61,53.1%,145,78.0%,25.2%,5.2%,2.8%,56.1%,70.2%,53.1%,62.7%,38.6%,50.7%,1.04
Best of 5,116,64,52,55.2%,219-183,54.5%,1977-1816,52.1%,26-28,48.1%,28,76.0%,25.6%,3.8%,3.0%,60.2%,69.3%,48.7%,61.1%,38.7%,50.0%,0.99
Best of 3,426,245,181,57.5%,496-393,55.8%,4375-3958,52.5%,81-74,52.3%,183,78.0%,24.5%,5.2%,2.9%,56.8%,69.9%,52.8%,62.5%,38.4%,50.5%,1.02
Finals,16,6,10,37.5%,16-24,40.0%,186-202,47.9%,2-5,28.6%,6,75.3%,17.3%,3.9%,1.6%,57.3%,67.9%,54.5%,62.2%,33.9%,47.7%,0.89
Semi-finals,30,16,14,53.3%,30-31,49.2%,294-284,50.9%,9-5,64.3%,9,79.0%,32.2%,6.1%,1.9%,55.8%,68.2%,53.7%,61.8%,40.4%,51.8%,1.06
Quarter-finals,60,30,30,50.0%,62-59,51.2%,583-561,51.0%,9-15,37.5%,24,78.9%,20.4%,4.7%,2.8%,56.7%,70.4%,51.2%,62.1%,36.7%,49.5%,0.97
vs Righties,441,259,182,58.7%,585-451,56.5%,5122-4597,52.7%,91-76,54.5%,167,78.3%,24.8%,5.0%,2.8%,57.8%,70.4%,51.9%,62.6%,38.7%,50.7%,1.03
vs Lefties,100,49,51,49.0%,127-125,50.4%,1212-1171,50.9%,16-26,38.1%,44,75.2%,24.5%,4.7%,3.2%,56.8%,67.6%,52.0%,60.9%,37.6%,49.3%,0.96
vs Top 10,65,11,54,16.9%,38-121,23.9%,655-897,42.2%,9-24,27.3%,32,78.4%,12.1%,4.8%,3.1%,57.6%,69.5%,51.1%,61.7%,29.9%,46.6%,0.78
