Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1994,49,22,27,44.9%,60-68,46.9%,624-650,49.0%,13-10,56.5%,42,74.0%,22.2%,4.0%,3.1%,57.7%,68.1%,49.9%,60.4%,37.1%,48.8%,0.94,F (Tel Aviv)
1993,68,44,24,64.7%,99-67,59.6%,893-749,54.4%,16-17,48.5%,62,81.8%,26.5%,5.3%,2.9%,55.5%,72.1%,54.8%,64.4%,39.2%,51.9%,1.10,W (Washington)
1992,60,34,26,56.7%,83-69,54.6%,748-715,51.1%,15-9,62.5%,59,78.6%,24.1%,5.1%,2.7%,58.0%,70.1%,52.8%,62.9%,38.3%,50.6%,1.03,F (Philadelphia)
1991,52,22,30,42.3%,59-75,44.0%,631-667,48.6%,6-17,26.1%,48,74.3%,25.6%,5.0%,2.9%,59.4%,68.0%,48.8%,60.2%,38.8%,49.5%,0.98,F (Toulouse)
1990,64,40,24,62.5%,81-59,57.9%,664-565,54.0%,15-9,62.5%,0,,,,,,,,,,,,W (Rosmalen)
1989,52,32,20,61.5%,71-46,60.7%,589-487,54.7%,12-8,60.0%,0,,,,,,,,,,,,F (2x)
1988,52,33,19,63.5%,66-48,57.9%,546-492,52.6%,13-5,72.2%,0,,,,,,,,,,,,W (2x)
1987,57,35,22,61.4%,85-49,63.4%,670-526,56.0%,5-13,27.8%,0,,,,,,,,,,,,W (Tel Aviv)
1986,44,25,19,56.8%,60-46,56.6%,517-459,53.0%,5-6,45.5%,0,,,,,,,,,,,,W (Johannesburg)
1985,34,17,17,50.0%,41-39,51.2%,390-372,51.2%,5-7,41.7%,0,,,,,,,,,,,,F (Tel Aviv)
1984,7,4,3,57.1%,7-6,53.8%,56-59,48.7%,1-1,50.0%,0,,,,,,,,,,,,SF (Tel Aviv)
1983,2,1,1,50.0%,2-2,50.0%,15-17,46.9%,1-0,100.0%,0,,,,,,,,,,,,R16 (Tel Aviv)
1981,1,0,1,0.0%,1-2,33.3%,9-16,36.0%,0-0,-,0,,,,,,,,,,,,R32 (Tel Aviv)
Career,542,309,233,57.0%,715-576,55.4%,6352-5774,52.4%,107-102,51.2%,211,77.6%,24.8%,4.9%,2.9%,57.6%,69.8%,51.9%,62.2%,38.5%,50.4%,1.02,
