Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,21,12,9,57.1%,13,5,8,38.5%,1985,1994,QF,12,1.15,3.6%,1.4%,62.8%,70.3%,52.0%,63.5%,42.0%,64.5%,40.4%
Roland Garros,6,Clay,9,3,6,33.3%,4,0,4,0.0%,1986,1994,R32,2,0.80,2.6%,3.4%,57.9%,61.0%,40.2%,52.3%,38.0%,46.4%,50.0%
Wimbledon,9,Grass,22,13,9,59.1%,10,5,5,50.0%,1986,1994,R16,7,0.88,4.4%,4.0%,59.2%,70.9%,49.6%,62.2%,33.2%,51.7%,39.7%
US Open,10,Hard,23,13,10,56.5%,12,10,2,83.3%,1985,1994,R16,6,0.97,3.3%,4.2%,58.4%,68.4%,44.1%,58.3%,40.4%,55.8%,48.0%
Olympics,2,,4,2,2,50.0%,1,0,1,0.0%,1984,1988,R16,0,,,,,,,,,,
Davis Cup,10,,36,19,17,52.8%,12,7,5,58.3%,1984,1994,,0,,,,,,,,,,
Tel Aviv,13,Hard,48,36,12,75.0%,13,8,5,61.5%,1981,1994,W,12,1.14,4.9%,3.1%,49.7%,72.5%,54.0%,63.2%,42.0%,63.6%,50.6%
Basel,8,Hard,16,8,8,50.0%,7,4,3,57.1%,1987,1994,QF,10,1.03,5.4%,2.6%,56.1%,70.9%,53.1%,63.1%,38.0%,58.1%,47.5%
Tokyo Outdoor,6,Hard,15,9,6,60.0%,6,3,3,50.0%,1989,1994,QF,8,1.02,4.0%,2.9%,61.9%,67.4%,50.8%,61.1%,39.7%,61.1%,36.1%
Johannesburg,6,Hard,13,8,5,61.5%,3,2,1,66.7%,1984,1989,W,0,,,,,,,,,,
Milan,6,Carpet,10,4,6,40.0%,4,3,1,75.0%,1985,1994,QF,4,0.83,3.7%,3.7%,51.2%,69.0%,54.2%,61.8%,31.8%,60.7%,21.4%
Gstaad,6,Clay,6,0,6,0.0%,4,1,3,25.0%,1985,1994,R32,3,0.78,7.1%,3.9%,49.6%,67.5%,53.1%,60.2%,31.1%,73.5%,44.4%
