Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1994,69,,55,1836,33,1840,108,1676,29,1766,1170,1,,
1993,25,,28,1918,21,1928,87,1708,21,1815,1096,2,,
1992,25,,40,1879,29,1845,114,1666,23,1793,437,58,,
1991,62,,68,1801,42,1802,140,1621,26,1781,400,71,,
1990,33,,26,1904,23,1864,78,1698,9,1861,895,2,,
1989,39,,42,1844,33,1809,101,1650,30,1749,199,,,
1988,26,,26,1910,26,1843,84,1687,28,1756,170,,,
1987,27,,31,1887,23,1839,83,1688,42,1721,179,,,
1986,37,,23,1924,19,1868,54,1748,21,1784,167,,,
1985,84,,86,1772,66,1716,88,1674,61,1691,81,,,
1984,270,,,,,,,,,,465,,,
