Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
18,Kerry Reid [AUS],0,18,0.0%,2,0,2,0.0%,1967,1979,0,,,,,,,,,,
17,Rosie Casals [USA],2,15,11.8%,3,1,2,33.3%,1966,1980,0,,,,,,,,,,
16,Virginia Wade [GBR],0,16,0.0%,3,1,2,33.3%,1968,1981,0,,,,,,,,,,
9,Martina Navratilova [USA],2,7,22.2%,0,0,0,-,1974,1985,0,,,,,,,,,,
9,Billie Jean King [USA],0,9,0.0%,0,0,0,-,1970,1979,0,,,,,,,,,,
8,Evonne Goolagong [AUS],3,5,37.5%,2,0,2,0.0%,1972,1982,0,,,,,,,,,,
8,Dianne Fromholtz [AUS],6,2,75.0%,2,1,1,50.0%,1973,1979,0,,,,,,,,,,
8,Betty Stove [NED],3,5,37.5%,1,1,0,100.0%,1973,1977,0,,,,,,,,,,
7,Virginia Ruzici [ROU],0,7,0.0%,0,0,0,-,1979,1981,0,,,,,,,,,,
7,Sharon Walsh Pete [USA],6,1,85.7%,2,1,1,50.0%,1973,1978,0,,,,,,,,,,
7,Nancy Richey [USA],1,6,14.3%,1,0,1,0.0%,1971,1978,0,,,,,,,,,,
7,Francoise Durr [FRA],0,7,0.0%,1,0,1,0.0%,1971,1977,0,,,,,,,,,,
7,Karen Krantzcke [AUS],0,7,0.0%,2,0,2,0.0%,1966,1973,0,,,,,,,,,,
6,Kate Latham [USA],2,4,33.3%,3,2,1,66.7%,1972,1983,0,,,,,,,,,,
6,Betsy Nagelsen [USA],1,5,16.7%,2,0,2,0.0%,1974,1981,0,,,,,,,,,,
