Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1984,,,111,1631,115,1538,93,1577,74,1607,,,,
1983,,,105,1636,115,1520,92,1585,59,1619,,,,
1982,,,75,1685,86,1546,66,1626,43,1655,,,,
1981,,,40,1767,56,1590,41,1676,26,1699,,,,
1980,,,39,1737,44,1597,47,1648,24,1684,,,,
1979,,,49,1683,51,1543,43,1619,29,1668,,,,
1978,,,48,1691,55,1543,37,1636,27,1674,,,,
1977,,,42,1720,44,1585,39,1661,27,1690,,,,
1976,,,41,1746,42,1611,40,1689,19,1728,,,,
1975,,,35,1782,35,1642,32,1725,20,1752,,,,
1974,,,18,1855,16,1712,27,1727,14,1780,,,,
1973,,,27,1797,24,1644,36,1698,19,1760,,,,
1972,,,22,1835,29,1638,28,1742,17,1776,,,,
1971,,,53,1654,37,1553,47,1599,51,1563,,,,
1970,,,53,1637,35,1538,52,1561,47,1580,,,,
1969,,,87,1472,49,1428,96,1383,59,1458,,,,
1968,,,89,1453,48,1430,85,1393,76,1396,,,,
