Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1985,4,0,4,0.0%,1-7,12.5%,23-47,32.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Ginny Championships)
1984,19,8,11,42.1%,15-25,37.5%,154-197,43.9%,3-1,75.0%,0,,,,,,,,,,,,F (Nashville)
1983,10,4,6,40.0%,9-10,47.4%,84-86,49.4%,2-3,40.0%,0,,,,,,,,,,,,R16 (Nashville)
1982,13,3,10,23.1%,10-21,32.3%,125-161,43.7%,0-1,0.0%,0,,,,,,,,,,,,R16 (Birmingham)
1981,39,20,19,51.3%,45-40,52.9%,404-372,52.1%,3-4,42.9%,0,,,,,,,,,,,,W (Los Angeles Sectional)
1980,33,17,16,51.5%,35-36,49.3%,311-316,49.6%,3-4,42.9%,0,,,,,,,,,,,,SF (Carlsbad)
1979,32,13,19,40.6%,28-36,43.8%,272-297,47.8%,4-7,36.4%,0,,,,,,,,,,,,SF (Toronto)
1978,29,10,19,34.5%,22-37,37.3%,242-300,44.6%,3-6,33.3%,0,,,,,,,,,,,,F (Chichester)
1977,42,19,23,45.2%,36-39,48.0%,334-339,49.6%,7-9,43.8%,0,,,,,,,,,,,,W (Boise Futures)
1976,21,7,14,33.3%,19-31,38.0%,200-250,44.4%,0-0,-,0,,,,,,,,,,,,R16 (5x)
1975,47,21,26,44.7%,46-54,46.0%,457-472,49.2%,6-6,50.0%,0,,,,,,,,,,,,F (Kitzbuhel)
1974,38,21,17,55.3%,42-39,51.9%,381-354,51.8%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
1973,46,22,24,47.8%,51-50,50.5%,440-449,49.5%,4-4,50.0%,0,,,,,,,,,,,,BR (St. Louis)
1972,61,33,28,54.1%,73-60,54.9%,620-574,51.9%,1-2,33.3%,0,,,,,,,,,,,,F (2x)
1971,39,18,21,46.2%,41-43,48.8%,370-359,50.8%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
1970,41,21,20,51.2%,51-41,55.4%,438-376,53.8%,0-1,0.0%,0,,,,,,,,,,,,W (Los Angeles Metro)
1969,17,6,11,35.3%,15-24,38.5%,153-188,44.9%,0-0,-,0,,,,,,,,,,,,W (Arcadia)
1968,28,11,17,39.3%,27-34,44.3%,268-293,47.8%,0-0,-,0,,,,,,,,,,,,F (Los Angeles Metro)
1967,21,11,10,52.4%,24-23,51.1%,230-216,51.6%,0-0,-,0,,,,,,,,,,,,W (Ojai)
1966,10,4,6,40.0%,11-13,45.8%,95-98,49.2%,0-0,-,0,,,,,,,,,,,,F (2x)
1965,4,1,3,25.0%,2-6,25.0%,24-42,36.4%,0-0,-,0,,,,,,,,,,,,QF (Santa Monica)
Career,594,270,324,45.5%,603-669,47.4%,5625-5786,49.3%,40-52,43.5%,0,,,,,,,,,,,,
