Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,143,67,76,46.9%,150-158,48.7%,1373-1350,50.4%,11-13,45.8%,0,,,,,,,,,,,
Clay,165,75,90,45.5%,168-186,47.5%,1546-1618,48.9%,12-16,42.9%,0,,,,,,,,,,,
Grass,145,76,69,52.4%,161-150,51.8%,1416-1406,50.2%,7-6,53.8%,0,,,,,,,,,,,
Carpet,126,42,84,33.3%,103-164,38.6%,1131-1298,46.6%,9-17,34.6%,0,,,,,,,,,,,
Grand Slams,99,49,50,49.5%,105-109,49.1%,984-1018,49.2%,13-4,76.5%,0,,,,,,,,,,,
Premiers,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,
Finals,18,7,11,38.9%,19-24,44.2%,186-192,49.2%,0-0,-,0,,,,,,,,,,,
Semi-finals,26,13,13,50.0%,27-26,50.9%,255-241,51.4%,3-4,42.9%,0,,,,,,,,,,,
Quarter-finals,63,23,40,36.5%,55-82,40.1%,539-647,45.4%,3-3,50.0%,0,,,,,,,,,,,
vs Righties,328,102,226,31.1%,253-445,36.2%,2808-3505,44.5%,22-34,39.3%,0,,,,,,,,,,,
vs Lefties,48,23,25,47.9%,49-56,46.7%,458-491,48.3%,4-6,40.0%,0,,,,,,,,,,,
vs Top 10,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,0,,,,,,,,,,,
