Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 ITF Curitiba R32,L vs Potapova,93.7%,42.4%,1.6%,0/1,2.70,0.0%,93.8%,30.0%,0.0%,2.68,0.0%,93.5%,55.2%,3.2%,2.78,0.0%
2016 Roland Garros R64,L vs Williams,72.2%,30.8%,27.8%,4/6,2.30,2.0%,62.5%,20.0%,20.8%,2.36,0.0%,100.0%,45.5%,45.5%,2.14,6.7%
2016 Charleston R64,L vs Mattek Sands,84.8%,46.1%,9.5%,7/3,2.43,2.3%,83.3%,54.0%,13.3%,2.45,3.0%,90.7%,35.9%,4.7%,2.36,0.0%
2016 Hobart R32,L vs Watson,64.3%,53.3%,5.7%,3/1,2.47,3.1%,60.0%,48.1%,2.2%,2.25,4.8%,81.8%,61.1%,13.6%,2.90,0.0%
2016 Brisbane R32,L vs Petkovic,69.3%,46.2%,2.7%,1/1,2.49,0.0%,73.2%,43.9%,0.0%,2.47,0.0%,91.7%,54.5%,16.7%,2.54,0.0%
2015 Beijing R32,L vs Pennetta,67.1%,57.9%,5.9%,2/3,2.59,5.9%,62.5%,44.0%,2.5%,2.57,10.8%,78.0%,68.8%,9.8%,2.61,0.0%
2015 Florianopolis F,W vs Beck,88.0%,49.4%,2.2%,2/0,2.53,1.0%,94.4%,50.0%,2.8%,2.53,1.3%,81.3%,46.2%,0.0%,2.51,0.0%
2015 Florianopolis SF,W vs Sevastova,81.0%,61.7%,5.2%,2/1,2.59,0.0%,83.8%,64.5%,5.4%,2.60,0.0%,88.9%,56.3%,5.6%,2.57,0.0%
2015 Bucharest R16,L vs Niculescu,84.9%,35.5%,1.4%,1/0,2.75,69.2%,90.2%,34.8%,2.0%,2.77,75.6%,88.9%,37.5%,0.0%,2.68,45.5%
2015 Bogota F,W vs Shvedova,79.7%,61.8%,2.9%,0/2,2.40,2.5%,83.7%,61.1%,4.7%,2.32,3.4%,86.4%,63.2%,0.0%,2.59,0.0%
2014 Wimbledon R128,L vs Halep,55.8%,33.3%,2.3%,0/1,2.16,6.4%,53.8%,28.6%,0.0%,2.09,10.0%,62.5%,40.0%,6.3%,2.28,0.0%
Career (11 matches),,77.6%,48.2%,5.3%,53.7%,2.50,8.0%,78.8%,46.2%,4.5%,2.49,9.9%,85.6%,51.9%,7.6%,2.53,3.4%
