Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 ITF Curitiba R32,L vs Potapova,1.4%,100.0%,9.7%,76.9%,6.3%,3.4%,0.0%,4.8%,10.3%,0.6%,100.0%,2,-17
2016 Roland Garros R64,L vs Williams,0.0%,-,8.2%,87.5%,1.4%,0.0%,0.0%,9.5%,22.2%,1.2%,50.0%,-51,-56
2016 Charleston R64,L vs Mattek Sands,0.0%,-,3.4%,71.4%,7.7%,3.1%,9.1%,8.0%,33.3%,1.1%,0.0%,-77,-83
2016 Hobart R32,L vs Watson,0.0%,-,7.2%,75.0%,5.5%,3.1%,0.0%,8.6%,27.3%,0.5%,0.0%,21,6
2016 Brisbane R32,L vs Petkovic,0.0%,-,1.7%,100.0%,5.3%,5.1%,0.0%,5.8%,16.7%,1.7%,25.0%,-75,-75
2015 Beijing R32,L vs Pennetta,0.0%,-,6.1%,60.0%,2.4%,8.9%,0.0%,3.4%,16.0%,1.0%,25.0%,-79,-67
2015 Florianopolis F,W vs Beck,0.0%,-,6.9%,78.6%,2.0%,2.7%,0.0%,3.9%,24.1%,0.4%,66.7%,-117,-117
2015 Florianopolis SF,W vs Sevastova,0.0%,-,9.4%,81.8%,8.5%,13.8%,0.0%,3.4%,9.1%,0.4%,0.0%,-66,-48
2015 Bucharest R16,L vs Niculescu,3.4%,50.0%,26.7%,48.6%,1.5%,4.3%,0.0%,4.5%,2.1%,0.8%,33.3%,-73,-76
2015 Bogota F,W vs Shvedova,0.0%,-,4.7%,66.7%,8.2%,10.0%,0.0%,7.0%,25.0%,1.0%,50.0%,-122,-75
2014 Wimbledon R128,L vs Halep,1.5%,0.0%,12.6%,50.0%,3.5%,15.4%,0.0%,4.8%,11.1%,1.2%,0.0%,20,24
Career (11 matches),,0.5%,50.0%,8.4%,65.6%,4.3%,5.0%,2.6%,5.2%,15.3%,0.8%,31.0%,-67,-64
